"#PopeFrancis’s #WorldDayofPoor message ‘enters into suffering caused by #COVID19 pandemic’
https://t.co/OCaLbKnbQO"
"RT @JustTheNews: He may have been America's infectious disease expert for decades, but no disease has ever caused Dr. Fauci nightmares the…"
