 Dr. Fauci Backed Controversial Wuhan Lab with Millions of U.S. Dollars for Risky Coronavirus Research 
Imagine... a key outcome of the coronavirus maybe a faster move to even greater automation in food mfg. &amp; meat processing facilities. #UBI
"I rarely ever say anything negative about a doctor, but the US & the World deserves a deep proctological exam on exactly what happened in China, & America’s role in funding the coronavirus study. We also need to better understand the WHO dynamic. Trump Admin role???"
"Mr. Fauci - an underwriter of Coronavirus research in China - is, likely, hoping a cure materializes &amp; quickly. https://www.google.com/amp/s/www.newsweek.com/dr-fauci-backed-controversial-wuhan-lab-millions-us-dollars-risky-coronavirus-research-1500741%3famp=1"
"COVID19 outbreak now signals that CANADA will shift from #passive testing on patients who come in with symptoms of the disease, to an #active surveillance model. #All patients with severe respiratory disease whose cause is unknown to be tested."
