"RT @ANI: #WATCH We appointed a team of scientists after #COVID19 outbreak. Firstly, simulation was done&amp;compounds were identified which can…"
Asymptomatic patients need no isolation ... A complete U turn by WHO after destroying the economy of the world..😳… https://t.co/Ja5aHNtU2G
