"Coronavirus: American Airlines pilots union sues to stop China flights amid the coronavirus outbreak and has instructed its members to decline new assignments to fly there. Calling the risk to pax &amp; crew members ""unacceptable.” UPS/FedEx should listen too! "
"Allied Pilots Association is seeking a temporary restraining order to immediately stop US-China service, citing ""serious, and in many ways still unknown, health threats posed by the coronavirus."" Coronavirus latest: AA union sues to stop China flights | "
