"My WRT54GL just withers away on the old-pile, and i suddenly feel the urge to turn it into a meme broadcast machine. Here are some fun SSIDs coronavirus-5g (2.4 gig band ) tinfoil-4g chemtrails at home radiation amplifier vaccines cause 5G never gonna give you up"
"In ~5 minutes, there'll be a live stream on the #coronavirus, by two dudes (English speakers), @serpentza &amp; @laowhy86, who lived in #China for ~10 years."
"Would ɣ gamma irradiation actually ""KILL"" #nCoV19 #coronavirus? #COVID19 What does gamma rads actually kill? Hypothetical thought-experiment. (Scientific) Sources, anyone? Cc: @chrismartenson?"
