Reuters: #worldNews China's Hubei says coronavirus deaths rise to 204 in province https://www.reuters.com/article/us-china-health-hubei/chinas-hubei-says-coronavirus-deaths-rise-to-204-in-province-idUSKBN1ZT374?feedType=RSS&amp;feedName=worldNews&amp;utm_source=dlvr.it&amp;utm_medium=twitter
Reuters: #worldNews Two first coronavirus cases confirmed in Italy: prime minister https://www.reuters.com/article/us-china-health-italy/two-first-coronavirus-cases-confirmed-in-italy-prime-minister-idUSKBN1ZT31H?feedType=RSS&amp;feedName=worldNews&amp;utm_source=dlvr.it&amp;utm_medium=twitter
"Coronavirus could become a major security threat in developing countries, military commanders warn https://www.militarytimes.com/news/pentagon-congress/2020/01/30/coronavirus-could-become-a-major-security-threat-in-developing-countries-military-commanders-warn/?utm_source=dlvr.it&amp;utm_medium=twitter"
