Wow @CDCgov cleared but looking sick. #coronovirus #ncov2019 #2019ncov #covid19 
My heart goes out to all people effected exspecaly those with courageous actions to stay and help others who are sick on the front line. 2nd young nurse dies in #Iran #coronavirus #covid19 #SARSCoV2 #ncov2019 #2019ncov
#Germany is in full quarenteen and curv mode as its in #coronavirus #ncov2019 #2019ncov #covid19 #SARSCoV2 outbreak
#California is the first state that appears to be having the beginnings of an outbreak #coronavirus #covid19 #SARSCoV2 #ncov2019 #2019ncov
This is why they have taken cold medications off the market in many places becuase they surpress fever and it hid infections. #coronovirus #ncov2019 #2019ncov #covid19 #SARSCoV2
#Italy is having a serious outbreak hospitals are being over taxed with severe cases #coronavirus #ncov2019 #2019ncov #covid19 #SARSCoV2
#Nigeria has a case of #coronavirus #ncov2019 #2019ncov #covid19 #SARSCoV2 reported.
