"RT @YourAnonNews: Yesterday, there were 140,927 new cases of #COVID19 and 4,603 additional deaths were reported in the past 24 hours.

This…"
"RT @McMasterU: ICYMI: Watch virologist @MossmanLab and @GretchenReynold talk about isolating the #coronavirus, the race to create #COVID19…"
