" Turkish Airlines suspends all flights to Chinese capital Beijing, Guangzhou, Shanghai, Xian amid coronavirus outbreak. "
" Italy cancels all flights to and from China, confirms 2 cases of coronavirus in Rome. "
The circumstances surrounding #COVID19 are continuously evolving. Stay up-to-date on how the #coronavirus is impacting the #aviation industry by checking out our breaking news page. &gt;&gt;&gt; https://apex.aero/coronavirus #CoronaOutbreak #COVID2019
