I doubt it but the CCP sure has taken advantage of the coronavirus.
"https://www.itv.com/news/2020-05-30/scientists-government-advisers-warn-against-early-lockdown-easing-lifting-england-coronavirus-covid19/ Best we keep destroying the economy then as we can't possibly ""take a bit of a risk"" #CORONA_VIRUS #covid1984"
"Think there has been 7 deaths from Corona virus (COVID19) to date , yet everyone who shows the slightest symptoms is immediately quarantined. Yet there are 168 + people dead who was around just 2 people and wound up dead , yet those 2 folks are still running around free ? "
Am I the only one that thinks that #covid19 #coronavirus is way over-hyped and the reporting is too full of FUD?
