,Positive,Neutral,Negative
0,75,South Africa records biggest daily rise in coronavirus cases South Africa is due to start on May 1 to gradually ease its strict lockdown regulations ,20
1,"Go and Stream Planet O5 Cypher ,DM ur feedback ..I thank u for ur support #hihop #drake #trap #beats #rap #musicproducer #flstudiogang #zimbabwe #lockdown2020 #covid19 #coronavirus #zimhiphop @ZiFMStereo… https://www.instagram.com/p/B_lYA3npc1h/?igshid=14qqr6lznagrx","NEW: Saudi Arabia reports 1,325 new cases of coronavirus, 21,402 in total. Saudi Arabia's largest daily increase so far.","#BREAKING Ministry of Health announces biggest daily jump in coronavirus cases - 8, bringing national total to 40 "
2,#Zimbabwe and #Botswana are ready to sign 7 agreements and MoUs. Yst @edmnangagwa arrived in Bots with his delegation for taking part in the 4-days Zim-Bot Com. It aims to strengthen relations between 2 countries. One MoU will deal with #COVID19 bcz of its rapid spread ,"Coronavirus update, Middle East: - Turkey: 2,936 new cases - Saudi: 1,325 new cases - Iran: 1,073 new cases - Qatar: 643 new cases - UAE: 549 new cases - Kuwait: 300 new cases - Oman: 143 new cases - Iraq: 75 new cases - Bahrain: 58 new cases - Israel: 54 new cases",Don’t know what will kill us first ... World War 3 or the CoronaVirus ....
3,"RT @LeninChisaira: Join me tomorrow as we discuss ""Human Rights and Civil Liberties under Indefinite Lockdown in #Zimbabwe"" | #TheBigConver…","Zimra officer tests positive for coronavirus in Bulawayo, tax collector announces Staffer 'interacted' with infected individual on March 18, and had been sent home to self-isolate from March 27 to April 26 ",Bloody hell ! The woman asking the Corona virus question #bbcqt
4,RT @IFAD: Agricultural extension services play a fundamental role is the work of producers and it is crucial to continue to provide them wh…,"Coronavirus: why South #Africa needs a wealth tax now Aroop Chatterjee, University of the Witwatersrand; Amory Gethin, and Léo Czajka The consequences of the COVID-19 lockdown are yet to be fully determined and understoo... https://www.263chat.com/coronavirus-why-south-africa-needs-a-wealth-tax-now/ via @263Chat #Zimbabwe #263Chat",I think planes bringing Nationals home of likely infected/exposed people from the epicentre of Wuhan who will be at their most infectious/shedding before any symptoms show are what is going to spread the virus around the world. Evacuated too late in my opinion #coronavirus
5,"RT @zambezi40: Gogo Project, #Mbare #Zimbabwe 🇿🇼

Our youth led project supports grandmothers/grandchildren with basic groceries, #mentalhe…",and this basis of the withdrawal is a complete lie Coronavirus: What are President Trump's charges against the WHO? https://www.bbc.co.uk/news/world-us-canada-52294623,What compassion are you talking about? Their type of compassion where they are having a power struggle in the midst of a world epidemic Covid19 crisis?
6,"RT @thenanobel: Thank you, @Olimex. Any kind of contribution to #PublicHealth always advances mankind ahead. Now, during this #COVID19 pand…","260 reports of coronavirus-related TV Licensing emails so far this month claiming recipient's direct debit has failed and need to pay to avoid prosecution but they are eligible for a ""COVID19 Personalized Offer"" of six months free. #scams #emails https://www.actionfraud.police.uk/news/260-reports-of-coronavirus-related-tv-licensing-emails-so-far-this-month","@WHO issues warning after 'mysterious' Chinese coronavirus spreads to Japan @IranNewsNow https://www.cdc.gov/coronavirus/about-me/index.html …
Coronavirus | About | @CDCgov @cdcatla https://twitter.com/timothy_j7/status/1182295088686403584 …
Ronald Timothy Jones Sr @interior on Twitter: ""https://t.co  ...

https://twitter.com/i/events/1217928133917044736 …"
7,"RT @communitypodium: Update #Covid19 #Zimbabwe as at 12 June 2020.
11 new positive cases
343 total confirmed cases 
0 new recoveries (51 to…",#AskRishi Will those left stranded in #ForgottenLtd and #ExcludedUK also be 'forgotten' and 'excluded' when the time comes for tax hikes to repay the coronavirus govt borrowing? ,"In total, 41 people in Wuhan have been diagnosed with a novel coronavirus, a family of viruses that can cause both the common cold and more severe diseases like SARS and MERS. https://www.nbcnews.com/news/world/china-reports-second-death-mystery-coronavirus-n1117631 …"
8,"RT @superone1950: 5 positive #COVID19 
In #Salem",Monkeys steal coronavirus samples after attacking technician in India https://www.dailymail.co.uk/news/article-8369439/Monkeys-steal-coronavirus-samples-attacking-lab-technician-India.html?ito=amp_twitter_share-top via @MailOnline,Plz lm blank wat is corona virus ?yu only liked m tweet without an explntn of wat l askd
9,,"Zimbabwe now has 174 confirmed #coronavirus #COVID19 cases..14 new cases recorded today. 7 of the new cases are returnees from South Africa, Botswana and UK and the other 7 are contacts of confirmed cases.","A whole finance minister who is in Davos but doesn’t know of coronavirus outbreak in China.Chinese come to Africa a lot ,as cabinet they should have decided on their strategy.Other countries are already screening at the pots of entry"
