,Positive,Neutral,Negative
0,2,This is ridiculous . As ridiculous as paywalling covid19 news,1
1,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…","Three more coronavirus cases in Malaysia, bringing total to seven. #borneobulletinhttps://borneobulletin.com.bn/three-coronavirus-cases-malaysia-bringing-total-seven/ …",
