,Positive,Neutral,Negative
0,9,the coronavirus definitely a Pisces. dem hoes nasty ,8
1,"Does ""digitize"" include the use of #RemoteSensing for modernizing the sector? 🤔 That definitely seems like a gap in… https://t.co/yoULBhfGkT",Crushing on the coronavirus so I never get it,Can someone confirm if it is true the corona virus has reached honduras? @cnnbrk @WHO
2,,Coronavirus be hitting different,There is news circulating that honduras has a confirmed case of the corona virus is this true?
3,,Mike Pompeo and Alex Azar: Our coronavirus response is protecting Americans https://www.usatoday.com/story/opinion/2020/02/11/pompeo-azar-coronavirus-response-cdc-who-protects-americans-column/4712857002/ … via @usatoday,"What I don't understand is that when #COVID19 was spreading throughout Wuhan, China. There were SO MANY video of people falling in streets, dying in streets etc etc....but as soon there is a huge outbreak in #italy apparently there isn't any video of people fainting..hmm "
4,,oneworld365: World governments need to wake up before it’s too late. Flights from China & Hong Kong need to be cancelled & anyone who has been there in the past month needs to be quarantined #coronavirus,"Coronavirus outbreak: More than 30 million quarantined as number of dead, infected rises https://nypost.com/2020/01/23/coronavirus-outbreak-18-million-quarantined-as-number-of-dead-infected-rises/?utm_source=twitter_sitebuttons&utm_medium=site%20buttons&utm_campaign=site%20buttons … via @nypost"
5,,What the corona virus sounds like  https://soundcloud.com/hghskrypt/skreeze-this-shit/s-31VbV …,Ice drenched don caught Corona virus
6,,"So #Coronavirus has been with us for 3 months.

With Worldwide deaths less than 5,000 I'd say this is a Nothing Burger.

Just like, SARS, Swine Flu, Y2K and Global F#cking Warming. pic.twitter.com/j9X7gHbJ7i",
