,Positive,Neutral,Negative
0,0,And the #coronavirus is not leaving tomorrow,2
1,RT @UN_Women: These women farmers in Georgia show what solidarity and compassion look like amid the #COVID19 crisis. https://t.co/LGpVcsXPbi,"RT @Emmad81: He has gone all around the country in his bid to help the needy, he has been on his feet since March. Even in private gatherin…",
2,,"RT @StopTB: Our partner, @StopTB Cote D’Ivoire established sites for hand disinfection, distributed materials for the same and is offering…",
3,,"RT @StopTB: Our partner, @StopTB Cote D’Ivoire established sites for hand disinfection, distributed materials for the same and is offering…",
