,Positive,Neutral,Negative
0,2,,1
1,LISTEN TO CORONA VIRUS SONG!!! LIGHTEN UP THE MOOD! LIKE THIS TWEET AND RETWEET TELLING ME HOW YOU LIKE IT! #coronavirus #CoronavirusPandemic #CoronaVirusUpdate #CoronaOutbreak #CancelEverythingNow #2019nCoV #COVID19 #coronavirusuk #CancelEverythinghttps://soundcloud.com/nfgang/carona-virus-type-beat-lil-curly …,,
