,Positive,Neutral,Negative
0,6,"RT @UndpSyria: 13% of students at the age of university in #Syria are persons w/ disability.

By donating to #UnsilenceMyWorld👉https://t.co…",5
1,All my friends that plan to be on the frontlines today in seattle please be safe!!! Mask up coronavirus still out and posted,,#UK yesterday 202 death by #COVID19 and today #londonprotests everybody close. No #mask no social distance.… https://t.co/uBecv1ld2B
2,RT @AmbDoualeh: #Djibouti 🇩🇯 is proud to join 1️⃣3️⃣2️⃣ signatories supporting @UN SG @antonioguterres' UN Communications Response Initiati…,,
3,« #Djibouti 🇩🇯 is proud to join 1️⃣3️⃣2️⃣ signatories supporting @UN SG @antonioguterres' UN Communications Respons… https://t.co/I3Hy7hvdV2,,
4,"Ranking on an article made by how countries response to a pandemic health problem like #coronavirus, put #Djibouti on 21'st and #Somalia on Top 2 due to regional and medical instability. #preventcoronavirus
#allagainstcoronavirus
#AllahprotectUshttps://www.businessinsider.com/countries-least-prepared-for-pandemic-coronavirus-outbreak-2020-3 …",,
