,Positive,Neutral,Negative
0,180,Coronavirus should drive businesses to unleash the full value of women’s talent ,94
1,"Coronavirus may lurk deep in lungs after patients recover, study suggests ","After the coronavirus pandemic, the world can’t go back to business as usual #hongkong #covid19 #ClimateCrisis","""The two people we lost to the coronavirus were most likely exposed to the virus at work before the factory shut down,"" writes Carmen Dominguez "
2,"Coronavirus: gift bags, TV shows for little patients at Hong Kong Children’s Hospital as social worker visits remain cancelled amid pandemic ",How to read this chart of coronavirus cases by country explaining nicely the effects showing logarithmic vs linear scale. https://www.facebook.com/Vox/videos/252786805868793/,Coronavirus: ‘China is not the enemy of the United States' - BBC News 
3,"Coronavirus: gift bags, TV shows for little patients at Hong Kong Children’s Hospital as social worker visits remain cancelled amid pandemic https://www.scmp.com/news/hong-kong/health-environment/article/3082122/coronavirus-gift-bags-tv-shows-little-patients?utm_term=Autofeed&amp;utm_medium=Social&amp;utm_source=Twitter#Echobox=1588204637","What is going on in this planet? Pentagon just confirmed our existence, but we're not even hitting the headlines? What if China points to us as the source of the coronavirus, will they start listening to us now? ","Adding to evidence that the novel coronavirus can spread through the air, Chinese scientists reported detection of the virus in Wuhan hospitals. hospitals "
4,US expected to approve use of remdesivir to treat coronavirus patients https://www.scmp.com/news/world/united-states-canada/article/3082225/coronavirus-gilead-says-experimental-drug?utm_source=Twitter&amp;utm_medium=share_widget&amp;utm_campaign=3082225 via @scmpnews,"China is harnessing the coronavirus, pushing its foreign agenda - Business Insider ",Coronavirus: Warning as major study claims most elderly victims 'would not have died otherwise' | UK News | Sky News 
5,Coronavirus ‘may lurk deep in lungs after patients recover’ https://www.scmp.com/news/china/society/article/3082200/coronavirus-may-lurk-deep-lungs-after-patients-recover-study?utm_source=Twitter&amp;utm_medium=share_widget&amp;utm_campaign=3082200 via @scmpnews,"Spain seeks refund for defective #coronavirus tests, after replacement kits also prove faulty. Health Ministry has cancelled the order of antigen kits frm #China, after already sending back a first batch. #ChinaLiedPeopleDied via @elpaisinenglish","Countries must think globally when the world faces an infectious disease. An outbreak anywhere is a risk everywhere. We need to act now to ensure that everyone who needs the coronavirus vaccine when it becomes available gets it, writes Seth Berkley. "
6,Peace Corps volunteers who lost their positions during the coronavirus pandemic will now be eligible for unemployment benefits as part of the $2 trillion economic relief plan ,"Buddhistdoor Global #View: ""The Astonishing and Fleeting Opportunity of This Moment"" In a world of upheaval, our moral intuitions must be engaged. #coronavirus #compassion #Shantideva #ethics Read more: https://www.buddhistdoor.net/features/the-astonishing-and-fleeting-opportunity-of-this-moment","With many things to remember, take a moment and recall that those suffering coronavirus symptoms are especially careful with making sure your fridge is clean. Find out more at .@CDCgov"
7,"Global trade impact of the Coronavirus Crude Oil Carriers Market 2020: Current Trends, Rising Demand, Key Statistics, Development Status, Regional Outlook, Key Benefits, Industry Analysis, Business Outlook, to 2027 - News Distinct https://www.newsdistinct.com/global-trade-impact-of-the-coronavirus-crude-oil-carriers-market-2020-current-trends-rising-demand-key-statistics-development-status-regional-outlook-key-benefits-industry-analysis-business-o-2/",That time was days ago. #kowtow #China #inaction #CoronavirusOutbreak #coronavirus ,The Philippine peso hasn't weakened in the face of the coronavirus — and that's posing a risk to the country's economy https://www.bloomberg.com/news/articles/2020-04-29/philippine-peso-remains-resilient-when-economy-needs-it-weak?sref=aXnEdUEz via @markets
8,"Great taste and safe food go hand in hand, it pays to remember that those suffering coronavirus symptoms are especially careful with keeping kitchen appliances clean to stop cross-contamination. Find out more at .@foodsafetygov",WHO wakes up later then North Korea #antichinazi #antitotalitarianism #coronavirus #coronaviruswuhan #coronaviruschina #CoronavirusOutbreak #CoronavirusWho,"""The coronavirus is not unlike the Y2K bug—a real but invisible risk ... I cannot read about the losses that never occurred, because they were averted."" "
9,Coronavirus latest: Trump faces backlash over WHO exit; Russia set to begin vaccine trial ,China coronavirus: Paris calls off Lunar New Year parade to prevent spread ,".@NickKristof visited the Navajo Nation, which has had more people infected by the coronavirus per capita than any state. 40% of homes don't have running water, making it difficult to wash hands. https://nyti.ms/2TTld1o"
10,Disorganized? Cecu Pacific Spokesperson says that they have not received any advice YET from the @DOHgov despite its media pronouncement that the Chinese national who was the first case of the novel coronavirus took CebuPac from Hongkong to Cebu. Important for contact tracing!,China coronavirus: African nations quarantine symptomatic passengers from China but no cases confirmed ,"https://youtu.be/WHsGO8a8WOE This is disgusting. They go everywhere, blaming ppl of racism whenever they don’t get what they want. Even “Wuhan Coronavirus” can “hurt their feelings” and need to be changed to “COVID-19. &amp; see how they treat black ppl. #DNSL #China #Racism #CCPVirus"
11,China coronavirus: tens of millions of masks on way to Hong Kong and prisoners will work around the clock to make more as city confirms its 12th case | South China Morning Post ,"Men may be more prone to coronavirus than women, Chinese study finds ","Officials in Latin America began the year worried about an ongoing and deadly dengue epidemic that had put incredible stress on public health systems. And then along came the coronavirus, making matters even worse. "
12,Right and true #antichinazi #antitotalitarianism #SayNoToCCP #coronavirus #coronaviruswuhan #coronaviruschina #SOSHK,U.S. CDC ANNOUNCES FIRST INSTANCE OF PERSON-TO-PERSON SPREAD OF CORONAVIRUS IN THE UNITED STATES: RTRS #WuhanCoronavirus #WuhanVirus #武汉疫情,"The coronavirus has slammed into Yemen, a country already staggering from war, a health care system in ruins, widespread hunger and outbreaks of cholera and other infectious diseases. "
13,people love telling me to look after them after they catch this #coronavirus... the only thing their catching is the clap fam. cba,WHO is CCP #antichinazi #antitotalitarianism #coronavirus #CoronavirusOutbreak #coronaviruswuhan #coronaviruschina,"Hong Kong universities suspend classes until March as China coronavirus fears grow, while education chiefs discuss extending closure of city’s schools | South China Morning Post "
14,Oh!I'M CRYING You wake up finally! Even make a right decisions on the damn moment But!who care you（ＷＨＯ） Everyone is try their best to protect theirpeople！ Except you and chxxa #who #coronavirus #ChinaVirus,China's tech leaders turn to telework as coronavirus spreads ,"@sambad_odisha Hi Sambad,Your figures for Corona Virus is misleading. Here are the correct information. You published affected people as dead in HongKong, Maccau. Please follow http://SCMP.com thanks"
15,"This type of mask will not protect you from coronavirus, you will the regular surgical mask","Coronavirus is a global public health emergency- this will also trigger containment, information sharing guidelines and may disappoint Beijing, which has expressed confidence in defeating the virus. #2019_nCov","A total of 1,220 new cases have been confirmed in 17 cities across the province on Thursday, bringing the total to 9,356 nationwide, far exceeding the 2002-03 Sars epidemic, which killed almost 800 people worldwide. #coronavirus #wuhancoronavirus"
16,"#CentreForHealthProtection encourages all pet owners who are confirmed COVID-19 patients to allow the Agriculture, Fisheries &amp; Conservation Department to quarantine and test their pets #COVID19 ",6th Reported case in US. First case of coronavirus spread person-to-person found in the U.S. https://newsus.cgtn.com/news/2020-01-31/First-case-of-coronavirus-spread-person-to-person-found-in-the-U-S--NGD7FpDHBC/index.html.,China coronavirus: Global health emergency declared by World Health Organisation. Chief emphasised it’s not a “vote of no confidence” on China. WHO couldn’t sound more apologetic. 
17,【Combating #COVID19 at PolyU – Exercise 1】Getting into the habit of #exercising to boost your #ImmuneSystem while staying indoors! PolyU Office of Counselling and Wellness shares 11 exercises to improve flexibility. Let's start today!,"American evacuated from Wuhan to a US airbase in California to begin 72 hours of voluntary observation for signs of coronavirus placed under mandatory quarantine after trying to leave the facility, public health officials said. ",#China #coronavirus: deadly day in Hubei as a record high 42 patients die #WuhanCoronavirus
18,"Don’t you think there’s a big difference between inter-agency messaging and censoring medical professionals, citizen journalists, and media outlets? (Note: In my personal view, the Chinese government has done a good job on combatting #COVID19, but those actions are inexcusable).","My take on what happens if the Coronavirus affects North Koreans. Article mostly in Korean, by my answers to questions can be seen in English. ","#China #coronavirus : Global health emergency declared by #WorldHealthOrganisation, reversing earlier decision on #outbreak"
19,"HOT topic...,AGAIN/STILL: PREVENTING COMMUNITY SPREAD: hashtags ONE-NINE in hashtags TEN & ELEVEN (February 28, 2020; 16:30 HKT) #wuhancoronavirusoutbreak #coronavirusoutbreak #wuhanpneumonia #coronavirus #wuhanvirus2020 #wuhanvirus #wuhanflu #covid2019 #covid19 #HONGKONG #HK",China coronavirus: some Hong Kong banks closing branches as a public safety measure ,BBC News - #Coronavirus declared global health emergency by WHO https://www.bbc.com/news/world-51318246
20,"but tested positive for corona virus, important to note",[Recap] Wuhan conoravirus: Improvised barricades across China as online shaming spreads https://www.hongkongfp.com/2020/01/30/wuhan-conoravirus-improvised-barricades-across-china-online-shaming-spreads #China #WuhanPneumonia #coronavirus #CoronavirusOutbreak #WuhanVirus,BBC News - #Coronavirus declared global health emergency by WHO 
21,"Last week when we #Hongkongers suspected that this could become another outbreak of coronavirus like SARS pandemic back in 2003, killed 299 ppl in our city, our govt denied everything.

Truth can no longer be covered and it proves us right, again.

#CCP is evil.
#BoycottChina","As #coronavirus cases surge outside China, the US is bracing for a wider outbreak. But some say “nobody seems to care” about #Covid19 in the US http://sc.mp/pthue",Corona virus has been around a lot longer than you guys think
22,"The Mainland's expert group has preliminarily determined that the pathogen of the cluster of viral pneumonia cases occurring in #Wuhan is a kind of novel coronavirus, the Centre for Health Protection announces http://www.news.gov.hk/eng/2020/01/20200109/20200109_201604_565.html …pic.twitter.com/UagviLr5Mp",They are Pathetic to say the least!! Covid19 doesn’t take the weekend off .This is a message from a Brit who lived in Hong Kong through SARS and is living in HK through the Covid19. I am also a qualified hygienist from the Royal Institute of Hygiene.,China coronavirus: deadly day in Hubei as a record-high 42 patients die 
23,"It's related to SARS.

Scientists have discovered a new coronavirus in patients with #WuhanPneumonia.

https://edition.cnn.com/2020/01/08/health/china-wuhan-pneumonia-virus-intl-hnk/index.html … ht @Nectar_Gan","This is my #COVID19 Scientists, Doctors and Medical/Asian Media list. https://twitter.com/i/lists/1232675311415943171","I had a group of mindless teenagers shout ""coronavirus"" at me on the bus. If you don't think that's racist, you are part of the problem #IamNotAVirus"
24,"""China shared the genetic sequence of the novel #coronavirus on 12 January, which will be of great importance for other countries to use in developing specific diagnostic kits.""

#WuhanPneumoniahttps://twitter.com/WHO/status/1216397232427147264 …","AFAIK, there is no public information which hotel the Japanese tourist stayed. Contrast this with South Korea where the government actively broadcasts #COVID19 location alerts. (PS @koryodynasty also later corrected that the alerts CAN be turned off.)",Shit hit fan. It was hushed up. Shit kept spreading until cover-up became impossible. Attempts were then made to contain shit as fan kept running. Shit regulator declares shit emergency but ignores cover-up and praises shit containment efforts. #coronavirus #WuhanOutbreak @WHO
25,Centre for Health Protection shares with WHO the genetic sequences of the novel coronavirus associated with the cluster of Wuhan pneumonia cases http://zpr.io/tmTFS ,Chinese government reprimanded Dr. Li Wenliang for prematurely talking about corona virus = EVIL OPPRESSION US government bans doctors from talking freely about #COVID19 = EFFECTIVE MANAGEMENT #UShypocrisy #DoubleStandards,Thousands of passengers on an Italian cruise ship were being blocked from disembarking over fears that a passenger might have contracted the new coronavirus 
26,"Among the 41 patients diagnosed with novel coronavirus infection, seven have been discharged, six are in a serious condition, one died, while the remaining patients are stable.","The Japanese man in his 60s was tested positive of #COVID19 after returning from a trip in Indonesia. He developed ""cold-like symptoms"" in Japan on Feb 12 &amp; flew to Indonesia on Feb 15. ","After weeks of delay, @WHO today declared #coronavirus outbreak a “public health emergency of Int’l concern.” But it was quick to warn world governments against imposing travel restrictions on China and praise China’s handling of the outbreak as “impressive.” Beijing’s long arm? "
27,that is very kind of you @DrNeeltje! i hope my translated words can let the field informed of some key points few hours sooner that would definitely help our understanding of an emerging #coronavirus. Always better outcome with words from more experts all over the world.,【Combating #COVID19 at PolyU – Exercise 2】Get fit while staying indoors! Here're 9 #workouts from PolyU Office of Counselling and Wellness on strengthening muscles. More workout tips to #StayHealthy against #COVIDー19: https://polyu.hk/mDvKN,"One week into a lockdown in the center of the coronavirus outbreak in China, a shortage of hospital beds, medical supplies and doctors boiled over into physical confrontations and desperate pleas for help "
