,Positive,Neutral,Negative
0,75,#DanceAtHome : International Dance Day goes online ! #DanceAtHome ! https://gsouto-digitalteacher.blogspot.com/2020/04/international-dance-day-goes-online.html#.Xqn-brsSCtE.twitter #DanceDay #coronavirus #danceonline #students #teachers #resources #videos #education,161
1,Trump’s ‘Operation Warp Speed’ Aims to Rush Coronavirus Vaccine ,What coronavirus means for sports marketing ,he makes drumpf look mild. 'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll 
2,Are progressive governments more successful at responding to the coronavirus crisis? ,Is Montenegro About To Become The First Coronavirus-Free Country In Europe? ,Coronavirus: COVID-19 has killed more Americans than the Vietnam War https://www.euronews.com/2020/04/29/covid-19-kills-more-americans-than-the-vietnam-war #covid19 #americans #america #vietnam #war #vietnamwar #kill #deaths #trump @realDonaldTrump #donaldtrump #coronavirus #virus #usa
3,“Microsoft’s push to the cloud may save it from a coronavirus crash” ,They guy I saw a a video (not this one) it was the Coronavirus.,Russia’s coronavirus outbreak is getting bad. Putin says the worst is yet to come. 
4,Fauci announces good news about coronavirus drug https://youtu.be/SdqlNNAEju0 via @YouTube,That’s how you get coronavirus,India's coronavirus death toll surpasses China's 
5,After coronavirus: Algarve among top places to live and retire for US citizens https://www.portugalresident.com/after-coronavirus-algarve-among-top-places-to-live-and-retire-for-us-citizens/ via @Portugal Resident,"Coronavirus spreads for first time in U.S., CDC says https://www.nbcnews.com/health/health-news/coronavirus-spreads-first-time-u-s-cdc-says-n1126566 via @nbcnews","Don't outsource your fear response to others. Fear is an evolutionary strategy to deal with risk. Use it to prepare yourself & your families. Remember, you're on your own. #coronavirus #nCoV2019"
6,The other fucked up part is the corona virus I hope no one get it ,Laboratory testing for 2019 novel coronavirus (2019-nCoV) in suspected human cases ,New coronavirus outbreak: WHO declares it a global public health emergency https://www.nbcnews.com/health/health-news/new-coronavirus-outbreak-declared-global-public-health-emergency-who-says-n1126836 via @nbcnews
7,"RmYN02(coronavirus) + ssRNA-RT(hiv)=SARS-CoV-2 (covid-19), by Charles Lieber + ? in , sponsored by CCP to achieve a New Order, coordinated by WHO, sponsored by Bill Gates, to the with mRNA nanobiosensors, to achieve free cryptocurrency mining in our s for Microsoft ",Coronavirus: Flight taking Britons out of Wuhan 'unable to take off' https://blogfactory.co.uk/2020/01/30/coronavirus-flight-taking-britons-out-of-wuhan-unable-to-take-off/ via @Bumbleslumber,Guys! What about Corona virus? Is MSC doing something to avoid transmission risks inside the cruises? Me and family are going next week in Dubai
8,"Lesson to politicians, listen to GPs, it saves lives! GPs early warnings about coronavirus were ignored in Lombardy... @uemo_europe @WalleyRay @Mary__McCarthy @MehmetUngan Why was Lombardy hit harder than Italy's other regions?",Coronavirus: What does being in quarantine mean? - BBC News https://blogfactory.co.uk/2020/01/30/coronavirus-what-does-being-in-quarantine-mean-bbc-news/ via @Bumbleslumber,I’m so tired of the corona virus memes THEYRE ALL THE FUCKING SAME It’s either the fucking beer or just straight up racism
9,Now I got an excuse not to engage in social contact #coronavirus,Now I understand... #coronavirus #memesdaily,"""we have now increased our assessment of the risk of spread and the risk of impact of #COVID19 to very high at a global level""-@DrTedros #coronavirus"
