,Positive,Neutral,Negative
0,535,"Federal Judge Smacks Down Mnuchin, Rules Coronavirus Funding Is for Tribal Governments and Not Corporations https://lawandcrime.com/covid-19-pandemic/federal-judge-smacks-down-mnuchin-rules-coronavirus-funding-is-for-tribal-governments-and-not-corporations/ via @lawcrimenews",1020
1,Mitch McConnell is calling Senators back to Washington on a personal agenda. Not to work on behalf of the American people fighting the coronavirus pandemic. He is calling them back to vote on federal judges appointments. His agenda/ his legacy. ,"""Navajo Nation Continues Weekend Lockdown Due to Coronavirus"" by The Associated Press via NYT https://www.nytimes.com/aponline/2020/04/29/us/ap-us-virus-outbreak-navajo-nation.html?partner=IFTTT",REAL PEOPLE ARE GETTING SICK AND DYING OF CORONAVIRUS #TheResistance #Resist #impeachMF #edinburgh #WeThePeopleMarch #NotMyPresident #RemoveTrump #AllRoadsLeadToPutin #TakeItBack #SchoolStrike4Climate #ClimateStrike #ExtinctionRebellion #RebelForLife #ppenow #TrumpResign
2,Whose coronavirus strategy worked best? Scientists hunt most effective policies https://www.nature.com/articles/d41586-020-01248-1 via @nature cc @quinteroposada,"Trump's penchant for lying angers me CNBC: Coronavirus testing chief says 'no way on Earth' US can test 5 million a day, despite what Trump says. https://www.cnbc.com/2020/04/29/coronavirus-testing-chief-says-no-way-on-earth-us-can-test-5-million-a-day.html via @GoogleNews","""55% of respondents said their mental health is suffering because of the coronavirus outbreak"": "
3,Approval for Trump's handling of coronavirus drops 10 points: poll https://thehill.com/homenews/administration/495177-approval-rating-of-trumps-handling-of-coronavirus-drops-10-points #msnbc #inners,"However, as someone about to give birth, I know I won't feel comfortable going still for some time now. I just wonder when the threat of coronavirus will fade to a level when the bishops say - ok, y'all must go back now.",Germany avoids the worst of coronavirus crisis — but how? 
4,Keep the #hustle going y'all. Not a bad idea for this warm weather. Support your #LocalBusinessOwners every chance you get. Happy #HumpDay my peeps. #ShelterInPlace #ItIsWhatItIs #quarantine #CoronaVirus #covid19… https://www.instagram.com/p/B_lRiDGgWZG/?igshid=16zr8m2cp57ol,Coronavirus: Medical cannabis access eased amid lockdown #MedicalMarijuana #CannabisCommunity #UnitedKingdom,Florida medical examiners were releasing coronavirus death data. The state made them stop. 
5,"So, in other words and perspective, 0.003% of voters/workers tested positive for the coronavirus. Sounds like the vote by mail leftists' fanatics were wrong once again! via @ABC",Gov. Jared Polis on Wednesday outlined how Colorado will ramp up its coronavirus testing as the state transitions away from a rigid stay-at-home order ,"#MassMurderer #realDonaldTrump's Coronavirus FAILURE is deadlier than any flu since 1967 as American Deaths top 60,000 @SenCoryGardner and @RepDLamborn say The #GOP State will never provide Affordable Healthcare For Americans or a Universal Basic Income"
6,"Women academics seem to be submitting fewer papers during coronavirus. ‘Never seen anything like it,’ says one editor. ",Keep track of the Coronavirus numbers - ,"That’s whataboutism Jack. Abortion has nothing to do with 60,495 Americans dying of coronavirus. The fake pro-life MAGATS keep bringing up abortion while saying it’s ok for older people to die. And trump claims to be pro-life simply to get your votes."
7,If Trump wasn't president and not rich....people would think he was the raging old coot on the nursing home wing. and if he were in the nursing home wing.. what would be his odds in view of Coronavirus?,"Trump Forces Media To Watch Their Own Coronavirus Failures, Video Broadcast to Nation ","Tragedy is non-essential reality show TV star who became president One who DID NOT read his Intel briefing book in Jan or Feb and start preparation defense against Coronavirus now 61,000+ souls are dead His idolaters have blood on their hands too Pity them on judgement day"
8,"Trump declares meat packing workers are immune from Coronavirus, and shall be forced to work - ok, not really, but what else could he have been thinking?? ",Us Truckers are enjoying the open roads ! #TruckDrivers #StayAtHomeAndStaySafe #Lockdown #CoronaVirus #COVID19,"ESPECIALLY a non-essential reality show TV star who became president One who DID NOT read his Intel briefing book in Jan or Feb and start preparation defense against Coronavirus now 61,000+ souls are dead His idolaters have blood on their hands too Pity them on judgement day"
9,Trump Encouraged Sean Hannity to Go After the New York Times-Trump thought it was a good idea for Hannity to explore legal action against the news outlet for its critical coverage of how Fox News handled the coronavirus crisis. https://www.thedailybeast.com/donald-trump-encouraged-sean-hannity-to-go-after-the-new-york-times-for-its-coronavirus-coverage?source=twitter&amp;via=desktop via @thedailybeast,"The coronavirus pandemic is steeped in uncertainty, confusion, shifting information, and muddled messages. Here’s a guide to cutting through it all, from @edyong209:",Denver has cited 23 businesses for breaking stay-at-home orders during the coronavirus #colorado #denver #market #today #denvercolorado
