,Positive,Neutral,Negative
0,3,"For the intellects: If you are knowledgeable about stocks or trades, remember that this #Covid19 is going to put businesses out or bankrupt. Typical business strategy to buy from #TheMan know your shit before buying! There is always someone in the back trying to ruin another! ",2
1,"Thai medics claim coronavirus break-through: Patient is declared 'disease-free' in 48 hours

https://flip.it/j2BN3L ","@elonmusk What about the plan for going to Mars, this coronavirus is really scaring me","#Coronavirus: more than 1,800 deaths in #China. Why doesn't China call Dr Muyembe of the #RDC who can help to stop virus to spread? @soniarolley @Aldysheky @EPOlengha @AndyBemba @AfricaTopTweet @africaupdates @moise_katumbi @AntipasMbusaN @luchaRDC @realDonaldTrump @WHO @dr"
2,"RT @Internews_RDC: #Lusenda and Mulongwe refugee camps, young Burundian #refugees and young Congolese from host communities work together t…",,"RT @kiz4breakfast: #whiteOnWhite crime in our country I am appalled, how are you going to deal with this ????? I am scared to go outside  @…"
