,Positive,Neutral,Negative
0,61,Test for Coronavirus lol,201
1,"U.S. coronavirus outbreak soon to be deadlier than any flu since 1967 as deaths top 60,000 https://bit.ly/3bL2H26 #usa #coronavirus #covid19",The race for coronavirus vaccines: a graphical guide https://www.nature.com/articles/d41586-020-01221-y,"#Trump, challenged by a reporter over his claim #coronavirus deaths will fall to zero, responds 'well, they eventually will'. Of course they will tend in that direction when all the vulnerable are dead."
2,"After aggressive mass testing, Vietnam says it contains coronavirus outbreak ","UK to test 100,000 people for COVID-19 to check spread https://bit.ly/3f24ORa #uk #coronavirus #covid19",Coronavirus death toll surpasses U.S. casualties from Vietnam War 
3,"Pakistan begins colossal tree planting campaign - a staggering 10 billion trees will be planted starting now in order to combat climate change using 60,000 workers who have lost their jobs because of the coronavirus - ","Data on Gilead drug raises hopes in pandemic fight, Fauci calls it 'highly significant' https://bit.ly/3f5okMA #usa #coronavirus #covid19","Australia and New Zealand Banking Group Ltd deferred a decision on its interim dividend and posted a 60% fall in first-half cash profit on Thursday, as bad loan charges rose due to economic challenges triggered by the coronavirus pandemic. "
4,"Coronavirus Lingered in the Stool Samples of COVID-19 Patients for 22 Days, Study Shows ",Vermont records zero new coronavirus cases for first time in nearly 7 weeks ,BBC News - Coronavirus declared global health emergency by WHO .He also said that there is no reason to limit international trade or travel to China. #CORONAVIRUS #ไวรัสโคโรน่าสายพันธุ์ใหม่
5,Coronavirus: Belgian Prince Joachim tests positive after lockdown party ,Fuel consumption in 2020 tanks under Covid-19 impact - https://bit.ly/2XgIH2q #thailand #coronavirus #covid19,@WHO declares #2019nCoV #coronavirus a public health emergency of international concern. 
6,The new coronavirus has been declared a global emergency by the World Health Organization,Private quarantine facilities at own cost offered to returning foreigners - https://bit.ly/2yND0Ql #thailand #coronavirus #covid19,#IRAN #Coronavirus Infected : 388 Deaths: 34 Official report. #coronavirus #China #Italy #covid19 #Wuhanoutbreak #chinanews #virus #Corona #news #japan #chinavorona #korea #Iran #News #Irancorona #koreacorona #Koreavirus
7,"Is coronavirus worse than SARS in China? Our data analysis, updated https://news.cgtn.com/news/2020-01-30/Is-coronavirus-worse-than-SARS-in-China-Our-data-analysis-updated-NFsuzoahH2/index.html via @cgtnofficial","Precaution the key as fighting Covid-19 a marathon battle, says medic - https://bit.ly/3ewdsGD #thailand #coronavirus #covid19","Thailand’s MoPH recommends that persons returning to Thailand from #COVID19 affected countries, and who do not have fever and symptoms, to place themselves in self-observation, at home for 14 days, avoiding public areas during this period. https://www.who.int/docs/default-source/searo/thailand/20200228-tha-sitrep-10-covid-19-final.pdf?sfvrsn=553c5e34_0"
8,Watch live: NZ's response on coronavirus outbreak ,"Er, so you're determining the context of the woman's tweet for her.. Ok . Seems to me you want to push the agenda that coronavirus is nothing to worry about. Sounds pretty Tory to me mate.","Here Are The 425 Billion Reasons Why WHO Refuses To Call The Covid-19 Outbreak A ""#Pandemic"" | Zero Hedge #Cahoots #coronavirus #COVID19 "
9,Global Emergency! #CoronaVirus #WuhanVirus https://www.facebook.com/93889432933/posts/10157079611602934/?d=n,Hearst Union Election Will Take Place in July - https://internetinfomedia.co.network/hearst-union-election-will-take-place-in-july/ #Coronavirus #DigitalMedia #Media #PrintMedia #Fashionable,"BREAKING NEWS! China Issues Statement That New Strain Of Coronavirus Is Behind Mysterious Viral Pneumonia Outbreaks...more..https://lnkd.in/fRVNCBu 
#China #Pneumonia #Coronavirus #NewStrain #ViralPneumonia #SARS #epidemic #health #breakingnews #news #chinesenewyearpic.twitter.com/VYL9mO3cZ2"
10,Be safe everyone #coronavirus,Hearst Union Election Will Take Place in July - This comes after Hearst gave the green light to staffers to vote from home during the pandemic. … - https://bit.ly/3dgZFU0 #Coronavirus #DigitalMedia #Media #PrintMedia #Fashionable,"A Chinese tourist has been quarantined in #Thailand with a mystery strain of coronavirus, the first time it has been detected outside China, the Thai Health Ministry have confirmed.
A https://bangkokjack.com/2020/01/13/chinese-woman-mystery-virus/ …pic.twitter.com/Hb3J6jhdQC"
11,"If still have to come to work ..... the only thing that can be done is ..... Must take care of yourself as best #Covid19 #武漢冠狀病毒 @Bangkok Metropolis, Thailand https://www.instagram.com/p/B9H3h80HQ67ULqVSBwGdw-rzbtr11ySRt-mlvU0/?igshid=1v1a4rjlfenst",Hearst Union Election Will Take Place in July - This comes after Hearst gave the green light to staffers to vote from home during the pandemic. … - https://bit.ly/3dgZFU0 #Coronavirus #DigitalMedia #Media #PrintMedia #Fashionable,"Thailand confirms a Chinese tourist, having infected with the new coronavirus from China’s Wuhan. Her illness was detected at Suvarnabhumi Airport on Jan 8 and she is now receiving treatment at Bamrasnaradura Infectious Diseases Institute in Nonthaburi. @TNAMCOTpic.twitter.com/V4zeAkfuFo"
