,Positive,Neutral,Negative
0,27,"""We have so far received more than 45,000 calls and the aid will continue."" #TwitterKurds #Iraq #coronavirus @BarzaniCF",10
1,"Sure he might have made the money to build some cool ass rockets, but ever thought of the situation of the people who work for him? Especially when the Corona virus cases at its highest","I was born into a communist family but the three things that utterly transformed and radicalised my politics even further was the Iraq War, Greenfell Towers and Ferguson. The governments (lack of) response to coronavirus is now drawing up super high too.",Iraq: Coronavirus Death Toll Nears 200 
2,Imam Ali Shrine trust organise a seminar on #coronaVirus with doctors &amp; academics to discuss means to prevent the spread of the disease #Najaf #Iraq #Coronavid19 #Corona #COVID19 #COVIDー19,Coronavirus will take out the anti-vaxxers first,Overthinking with fucking Corona Virus .. 
3,RT @AFP: #UPDATES Eleven residential estates in south Beijing are locked down due to a fresh cluster of #coronavirus cases linked to the ne…,Coronavirus will take out the anti-vaxxers first.,As I said it before we all gonna die Hallo corona virus #كورونا
4,"RT @sanchezcastejon: Spain is coleader in initiatives such as the ACT-Accelerator to achieve equitable access to vaccines, treatments and d…","#BREAKING| #Pompeo offers #Iran help in facing #coronavirus, and says Iranian healthcare infrastructure is not robust and to date. #BaghdadPost #CoronaVirusUpdates #COVID19 ",Emergency Coordinator @WHOIraq Dr. Wael Hatahit @HatahitWael was interview by @tv_samarra Satellite Channel on the COVID19 preparedness and prevention measures. Pls see a short clip for the interview: 
5,"""I'm a doctor, and they need me.""  - Dr Guerra, one of the #asylumseekers who have been helping to staff our clinic… https://t.co/YQ2W4oJLHP",The Ebola hunters are back! But this time they are hunting for Coronavirus pic.twitter.com/xvOl7h5V4Y,"Sources: #Iran has the highest reported number of deaths from the #coronavirus outside #China, while authorities are not transparent. #BaghdadPost #CoronaVirusUpdates #COVID19 "
6,,"The Kurdistan Regional Government (KRG) has started to quarantine 200 people coming from neighboring Iran, as coronavirus has so far killed four individuals in the country.

#Baghdadpost #coronavirus #CoronaVirusInIranhttps://www.thebaghdadpost.com/En/story/47166/title/O0sesj3RpgKw41U6LQpiHyL9tdcaJCvH53904 …","#Iraq's vital religious tourism sector was already suffering after months of protests, political turmoil and sanctions hitting pilgrims from neighbouring #Iran -- then the novel #coronavirus arrived, AFP reported. #BaghdadPost #COVID19 "
7,,"#Coronavirus  Global Cases 

#BaghdadPost  #COVID19 #coronavirus https://t.co/iiXxgttb1A","The World Health Organization @WHO declared that the new #coronavirus epidemic was at a ""decisive point"" as countries across the globe battled to contain the deadly outbreak. #BaghdadPost #COVID19 "
8,,"RT @UNIraq: Infographic:  How to wear a non-medical fabric mask safely

#COVID19  #Coronavirus https://t.co/HiPF9V0HLx","As I said it before we all gonna die
Hallo corona virus 
#كورونا"
9,,Your guide to breastfeeding safely during the #covid19 pandemic. https://t.co/SvJOgcliem,Coronavirus jokes are coming in 3..2..1
10,,"RT @bageteam1: Check Out My #NewRelease's #newmusic #music 
👇
https://t.co/Sc9OAsPYOX Out Now! 
👆
#dj #radio #NowPlaying #radio1 #OUTNOW #C…","KRG takes action to prevent coronavirus outbreak in Kurdistan
https://gov.krd/english/news-and-announcements/posts/2020/february/krg-takes-action-to-prevent-coronavirus-outbreak-in-kurdistan/ …"
11,,RT @payamqadir1: No caption needed #hawler #COVID19 https://t.co/wYtV2K9LfE,Iraq rejects rumors of coronavirus cases https://en1kurdipost.wordpress.com/2020/02/23/iraq-rejects-rumors-of-coronavirus-cases/ …
12,,I don’t think people realise just how ableist it is to say coronavirus doesnt matter cos it effects older people and those with weaker immune systems more. So it’s just fuck everyone else ?,"#Iraq banned all public gatherings and banned travelers from #Kuwait and #Bahrain from entry, the health minister said, taking the total number of countries on the entry ban list to nine amid growing fears over the spread of the #coronavirus.

#BaghdadPosthttps://www.thebaghdadpost.com/en/Story/47241/Iraq-bans-public-gatherings-and-travel-to-nine-countries-amid-coronavirus-fears …"
13,,CORONAVIRUS DO IT FOR USSSSSSS https://twitter.com/DVATW/status/1241067931070537729 …,RT @SAfridiOfficial: I’ve been feeling unwell since Thursday; my body had been aching badly. I’ve been tested and unfortunately I’m covid p…
14,,CORONAVIRUS DO IT FOR USSSSSSS https://twitter.com/DVATW/status/1241067931070537729 …,"RT @GoranShakhawan: A nurse in a hospital in Erbil - #Kurdistan sings to a child infected with #COVID19. 

By the way, #music is used as a…"
15,,,"BREAKING: After Turkey, Saudi Arabia has banned travel to and from Kurdistan Region and #Iraq due to #coronavirus outbreak."
