,Positive,Neutral,Negative
0,17,Jared who??? #CoronaVirusUpdates #coronavirus ,13
1,"Join me in helping #CoronaVirus victims with #Ecoin and earn 600 Ecoins ( worth $3 ) free, Ecoin the world's fastest-growing crypto will donate 150 Ecoins when you Sign up. Earn 600 and donate 150 more Ecoins for referring #Donatewithoutspending",Lessons from #coronavirus #COVID19,China halts flights and trains out of virus outbreak city as coronavirus death toll jumps to 17 https://www.sbs.com.au/news/china-halts-flights-and-trains-out-of-virus-outbreak-city-as-coronavirus-death-toll-jumps-to-17?cid=newsapp:socialshare:twitter … @SBSNews
2,WHO declares global emergency as Coronavirus spreads https://www.ft.com/content/75adafb6-4306-11ea-abea-0c7a29cd66fe via @financialtimes,National Airports Corporation needs to wake up. There are reports of no control measures at the Jackson's Airport when the alarming news of corona-virus diseases spreading. pic.twitter.com/7Pq5rQTRqe,"Not to water down the Coronavirus outbreak but I wish the same efforts and resource would be place on other disease fights that struggle to get funding.
Coronavirus cases: 30,829 Corona virus and 635 deaths – 2%
Tuberculosis cases: 10 million cases and 1.3 million deaths – 13%"
3,Denmark refuses to apologise to China over coronavirus cartoon. ,The coronavirus already here in Papua New Guinea....,
4,"I presume 'Coronavirus' might be the next masterminded bioterrorism to mitigate increasing world population. 

No wonder China is the ideal country for experiment. 

Besides, animals are being domesticated for centuries without battling such pandemic disease. Just think about it.",PNG students quarantine long NZ i klia long coronavirus http://www.abc.net.au/tok-pisin/2020-02-19/png-students-quarantine-long-nz-i-klia-long-coronavirus/11980982 …,
5,Chinese-Australians cancel flights home as deadly coronavirus spreads  https://www.sbs.com.au/news/chinese-australians-cancel-flights-home-as-deadly-coronavirus-spreads?cid=newsapp:socialshare:twitter … @SBSNews,"PNG civil aviation minister keeping eye on coronavirus screening
https://www.rnz.co.nz/international/pacific-news/409886/png-civil-aviation-minister-keeping-eye-on-coronavirus-screening …",
6,"For those seeking a visa to enter PNG, the Immigration and Citizenship Authority's eVisa portal is up and running again. The site had been down for a couple of days due to the Coronavirus crisis https://ica.gov.pg  #PNG #pngbusinesspic.twitter.com/ixee0DGx4a","RT @FijiPM: This isn’t simply a short-term injection of climate finance. By focusing on capacity-building, Canada’s generosity will be felt…",
7,"Coronavirus: PNG health authorities urge public not to panic
https://www.rnz.co.nz/international/pacific-news/408546/coronavirus-png-health-authorities-urge-public-not-to-panic …",RT @UNDP: +90% of global trade is transported on the high seas.  What can we do to green the #BlueEconomy after #COVID19? @AndrewGHudson ou…,
8,2019 novel coronavirus: Know the symptoms [infographic] https://share.america.gov/2019-novel-coronavirus-know-symptoms/ … via @ShareAmerica,"RT @dawnbazely: Data analysis from the #pandemic mitigation experiment.

Zhang et al (June 2020) compared #SARSCoV2 in China, Italy &amp; USA w…",
9,The flu has killed millions. Here's what makes coronavirus a different kind of threat http://www.abc.net.au/news/2020-02-11/coronavirus-china-sars-flu-in-australia-the-different-diseases/11950358 …,"RT @peijin_zhang: #Beijing 's largest wholesale food market shutdown after the spike in #COVID19 cases. The city's Fengtai district is in ""…",
10,Iran reports first two cases of coronavirus — then deaths the same day http://www.abc.net.au/news/2020-02-20/iran-reports-its-first-2-cases-of-the-new-coronavirus/11982254 …,,
11,Any news a cure for this #coronavirus yet?,,
12,"280220 RESPONSE TEAM IN BOUGAINVILLE SET UP TO FIGHT CORONA VIRUS
NEW DAWN FM NEWS
THE Department of Healt... https://bougainville.typepad.com/newdawn/2020/02/280220-response-team-in-bougainville-set-up-to-fight-corona-virus-new-dawn-fm-news-the-department-of-health-in-bougainville-h.html …",,
13,"RT @ABSCBNNews: BREAKING: The DOH reports 607 additional cases of #COVID19, raising PH tally to over 25,000, as of June 13, 2020. In total,…",,
14,"RT @GrandmaSaidNo: Never forget that the US federal government is responsible for the high COVID-19 death toll on our Nation. 

The magnitu…",,
15,"RT @APPSPolicyForum: PNG’s #COVID19 lockdown has disproportionately affected it’s most at- risk citizens, .

Elizabeth Kopel writes for our…",,
16,"WHO says pacifc has ""unique vulnerabilities"" when it comes to #coronavirus but countries are ""preparing very assertively"". Listen to @WasukaEvan's interview with Sean Casey, WHO’s COVID-19 response lead in the Pacific.https://twitter.com/radioaustralia/status/1238250956267143169 …",,
