,Positive,Neutral,Negative
0,502,Technology Will Not Save Us #coronavirus #dataprivacy,499
1,Clorox always had “kills coronavirus “ on their labels. It’s mostly referring to the other forms of coronavirus. Not COVID-19,Elon Musk slams coronavirus shelter-in-place orders as 'fascist' ,"Coronavirus outbreak: Ontario reports 292 new COVID-19 cases, 32 new deaths | FULL #COVID19 #DORSCON"
2,"“Holy God. We’re about to lose everything.” Airbnb hosts built mini-empires. Now coronavirus lockdowns have customers cancelling, and mortgages are due. https://www.wsj.com/articles/a-bargain-with-the-devilbill-comes-due-for-overextended-airbnb-hosts-11588083336 via @WSJ","Coinbase bucks the coronavirus trend with a hiring spree, spotlighting interest in stablecoins and lending - The Block Crypto - https://stablecoinbuzz.com/coinbase-bucks-the-coronavirus-trend-with-a-hiring-spree-spotlighting-interest-in-stablecoins-and-lending-the-block-crypto/ - Stablecoin Buzz #stablecoin #stablecoins $usdt $dai","China's Health Commission says #Coronavirus death toll hits 213, total confirmed cases at 9,692"
3,Thank you Singapore Govt for this #circuitbreakersg #circuitbreaker #Singapore #coronavirus ,Organizer of North Carolina group protesting quarantine rules sidelined with coronavirus https://nypost.com/2020/04/28/leader-of-north-carolina-anti-lockdown-protest-gets-covid-19/?utm_source=twitter_sitebuttons&amp;utm_medium=site%20buttons&amp;utm_campaign=site%20buttons via @nypost,#WuhanCoronavirus #WuhanVirus #Coronavirus #CoronavirusOutbreak #nCoV2020 #nCoV2019 WHO declares international emergency over Wuhan virus
4,"Romania's Orban breaches own coronavirus rules, pays fine https://cna.asia/2TU4zPe",Dr. Anthony Fauci says Gilead’s remdesivir will set a new ‘standard of care’ for coronavirus treatment @berkeleyjr,"WHO declares coronavirus outbreak a global health emergency - but recommends no travel and trade restriction, all 3 US stock indices rallied to close higher. "
5,Football: 10 positive coronavirus tests in English Championship ,Coronavirus: India's Alpine flag show and other claims checked ,"World Health Organisation #WHO declared a #GlobalEmergency over the deadly #coronavirus ""The whole world needs to take action,"" Michael Ryan, head of the WHO Health Emergencies Programme. #WuhanCoronavirus"
6,Ten positive coronavirus tests in English Championship https://cna.asia/3cphLSN,Commentary: The US could learn a coronavirus lesson or two from China https://cna.asia/3bTPW5q,"The World Health Organization on Thursday (Jan 30) declared a global emergency over the deadly coronavirus spreading from China, after the Asian giant reported its biggest single-day jump in the death toll. "
7,"Is immunity Your luck, decision, or fate? The tribe has spoken. by Bare Like this haiku? Upvote here https://quarantinehaikus.com/haiku/1589051686052x493892982913105900 .⁠ .⁠ .⁠ ⁠ Write one, tag us #quarantinehaikus⁠ ⁠ #covid19 #coronavirus #stayhome #quarantinelife #quarantinediaries #quarantinefun",Coronavirus: Japan's low testing rate raises questions ,"The US faces huge problems with COVID19, stock market meltdown, slowing global economy, climate change, turmoil in the Middle East and @potus focuses on a play about one of his favorite conspiracy theories"
8,Football: No positives from latest Premier League coronavirus tests ,#EU sees new #Brexit talks 'at an impasse' #coronavirus #EconomicTsunami,Let’s give @VP some encouragement. Does #USA have any confidence in this highly unqualified man dealing with the #covid19 crisis? Oops wrong question. 
9,"Read more... & More about Twitter, Conspiracy Theories, Misinformation, 5g, and Coronavirus #techtrends #techno https://bit.ly/2VPC8SF","These are glimpses of a postquarantine way of life for Filipinos before the new coronavirus is brought under full control with a vaccine, if House Bill No. 6623, or the “New Normal for the Workplace and Public Spaces Act of 2020,” becomes a law. ",Wuhan pneumonia outbreak: Mystery illness 'caused by coronavirus' https://bbc.in/2s9Jm9p 
10,"Italian authorities examined samples taken from a Chinese woman ill with a fever, as well as her travelling companion, and both were negative for coronavirus. ",Two dozen people deported to Colombia on US flight found to have coronavirus: Sources ,China confirms new coronavirus as it investigates mystery Wuhan illness | South China Morning Post https://www.scmp.com/news/china/society/article/3045288/china-confirms-new-coronavirus-it-investigates-mystery-wuhan …
11,WHO declares the coronavirus a “global public health” emergency as U.S. confirms it’s first person-to-person spread. ⁦@airhen⁩ reports.,Businesspeople to get entry ban exemption for China #coronavirus #EconomicTsunami,"China identifies new type of coronavirus from Sars family as source of Wuhan pneumonia outbreak, still no deaths reported – SCMP https://www.scmp.com/news/china/society/article/3045288/china-confirms-new-coronavirus-it-investigates-mystery-wuhan …"
12,The #WuhanCoronavirus #coronavirus is a godsend for racists. ,Two dozen people deported to Colombia on US flight found to have coronavirus: Sources ,"A Chinese woman has been quarantined in Thailand with a mystery strain of coronavirus just days ahead of the Lunar New Year, when Chinese tourists flock to Thailand, the first time it has been detected outside China. https://reut.rs/35LGgpS  #Wuhan"
13,"""...new artificial intelligence technology can automatically mine through news reports and online content from around the world, helping experts recognise anomalies that could lead to a potential epidemic or, worse, a pandemic"" #AI #Innovation #coronavirus ",Graduating class in coronavirus limbo ponders job prospects https://www.bworldonline.com/graduating-class-in-coronavirus-limbo-ponders-job-prospects/,First Death In China From New Coronavirus Pneumonia Outbreak : is SARS back? https://flip.it/SNag8Q 
14,"Scientists from the Peter Doherty Institute for Infection and Immunity have successfully grown the Wuhan #coronavirus from a patient sample, which will provide expert international laboratories with crucial information to help combat the virus #nCoV2020",The UK's coronavirus taskforce.,China says 17 more infected with new coronavirus strain https://www.tnp.sg/news/world/china-says-17-more-infected-new-coronavirus-strain?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1579472200 …
15,Businesses that rely on a steady flow of #Chinese #tourists are bracing for a bigger hit than the one they felt during the 2003 #SARS outbreak https://www.bloomberg.com/news/articles/2020-01-30/tourism-businesses-worldwide-brace-for-a-hit-worse-than-sars via @business #travel #coronavirus,Understanding the Economic Shock of Coronavirus ,"President Xi Jinping said China was facing a “grave situation” as the death toll from the coronavirus outbreak jumped to 42, overshadowing celebrations of the Lunar New Year that began on Saturday https://reut.rs/37vx62c "
16,"Mr. Go, Don’t ever mention the word “proper”, same goes with you Mr. President, “protocol”... please lang wala kayo nyan!!! Stop your shits!!! #TravelBanNow #coronavirus #coronavirusPH #CoronavirusOutbreak",India coronavirus: Why is India reopening amid a spike in cases? ,"Interviewed on State of the Nation with Jessica Soho on Monday, Nellan Banda warned Filipinos against “fake” photos and videos that have become viral amid the 2019 novel coronavirus (2019-nCoV) scare that originated in Wuhan.

https://www.gmanetwork.com/news/news/nation/723788/no-bat-soup-people-collapsing-in-wuhan-china-filipina-resident/story/ …"
17,WHO declares international emergency over novel coronavirus https://cna.asia/2OeS91o,Pope Francis calls for end to 'pandemic of poverty' after coronavirus ,#Coronavirus death toll is now 41 after 15 people die in one day in China. https://trib.al/NyTd9no 
18,#WHO declares China #coronavirus that's killed 171 a global health emergency ⁦@BerkeleyJr⁩ ⁦@WillFOIA⁩,"Basic training for about 1,700 trainees from the Singapore Police Force and Singapore Civil Defence Force also resumed from Tuesday, with reporting dates until June 8. #Coronavirus #Retailer http://www.straitstimes.com/singapore/saf-recruits-affected-by-basic-military-training-suspension-will-graduate-two-to-four via @stcom",Jialat liao 41 death from the corona virus.
19,"Brits among 7,000 trapped on cruise ship amid fears couple has coronavirus ",More than six million coronavirus cases confirmed worldwide: AFP tally ,"In a world where we are told that plastic straws are going to kill us all, it’s hard to know how to seriously to take this new virus.  #coronavirus"
20,WHO finally declares the #Wuhan #coronavirus outbreak a global health emergency; to support countries with weaker #healthsystems. #health #publichealth,'Everything will be different' after coronavirus pandemic: Pope Francis ,US stock futures fall more than 1 percent as coronavirus fears spread https://cna.asia/37q5wn4 pic.twitter.com/TBS6OGvlZy
21,"Since Americans are now talking more about #COVID19, I’m just tweeting a link to my story on the outbreak in #Singapore at a time when more of you are likely to be awake. https://newnaratif.com/journalism/life-in-the-lion-city-in-the-midst-of-an-outbreak/share/xuna/e1b2525781fe9a9fa187456ec1764d5d/ #COVID19US",More than six million coronavirus cases confirmed worldwide: AFP tally ,#Coronavirus death toll soars to 717: official http://bt.sg/4dJ7 pic.twitter.com/XXHEdMTOHC
22,Thread about why some recovered #covid19 patients are testing positive again after recovery. ,Coronavirus: Greece opens borders to all continents from June 15 with rules ,"Coronavirus death toll surges past 700, exceeding SARS toll in China and Hong Kong https://www.channelnewsasia.com/news/asia/wuhan-virus-death-toll-china-feb-8-12407618#.Xj3zjSbVP78.twitter …"
23,#covid19 is highly infectious. It is potentially extremely dangerous. But talismanic thinking won't save you. Just wearing a mask won't help you. Wash your hands often. Disinfect surfaces. Prep for possible supply shortages. And don't fall for fear-based thinking. /end,"SIA, Silkair and Scoot to cut capacity into China after demand hit by #coronavirus http://bit.ly/36D0yCp",The new #coronavirus has now killed more people than SARS; the global death toll currently stands at at least 805 (source: @CNBC)
24,Singapore reported 2 new COVID-19 cases on Feb 28. Both cases are linked to new cluster at a company in Science Park. Total: 98 Discharged: 69 (+3) Critical: 7 (-1) https://www.moh.gov.sg/news-highlights/details/three-more-cases-discharged-two-new-cases-of-covid-19-infection-confirmed Live STAT: http://covid2019.app powered by @jodigraphics15 #COVID19 #coronavirus,"Singapore, Malaysia clamp down on online falsehoods about coronavirus ",Coronavirus death toll in China rises above 800 https://cna.asia/38hV0yU pic.twitter.com/2TkQF2awZh
25,"Strategically well planned, knowing the covid19 will refrain ppl from going to thecstreets n keep them of the streets. Yet another power transition that went peacefully without any physical harm to the rakyat.",@ALIANational Have you got a response to Coronavirus? Need for book sanitation?,This disease worst than Coronavirus is spreading worldwide. Military forces are sick.
26,I salute the Singapore Government for proactively taking measures to control the Covid-19 situation.The efforts of each of those daring hearts on the front line has helped this country's to protect one and all.God bless Singapore. #Singapore #COVID19 @leehsienloong,Wuhan virus: China says it has confidence and capability to win war against coronavirus ,Wuhan coronavirus and our REIT investments.: Regular readers might remember a blog from 2018 when I shared a message from a reader: “I do my own diligence which I think is sound but cannot help but be worried when I see negative things about REITs being… http://dlvr.it/RPSw26 pic.twitter.com/sm30ZJul9W
27,"Singapore on Friday confirmed two more #covid19 infections, bringing total number of cases to 98. The two new cases are part of a freshly-surfaced cluster, software company Wizlearn Technologies. Four cases (Cases 93, 95, 97 and 98) are now linked to this new cluster.","#WuhanCoronavirus #WuhanVirus #Coronavirus #CoronavirusOutbreak #nCoV2020 Latest worldwide cases. Updated 7:35 am, Friday, 31 January 2020 (SGT)",#Coronavirus: Companies will be hit harder by supply chains disruption than during Sars outbreak http://bit.ly/38dagwX 
28,JUST IN: 2 new #COVID19 cases linked to Science Park cluster; 3 more patients discharged: MOH http://cna.asia/2Ps08sL,"Number of Wuhan #coronavirus cases has officially surpassed SARS, showing that it is definitely more infectious than SARS. But the more important question is, will it continue to be less deadly? Fatality rate: - #2019nCoV (so far): 214/9,171 (2.3%) - SARS: 774/8,098 (9.6%)","'No need to panic,' Chinese state media tells investors after markets plunge on coronavirus fears https://www.cnbc.com/2020/02/04/coronavirus-china-state-media-says-no-need-to-panic-over-markets-fall.html …"
29,"#USA #COVID19 When the coronavirus gets to Florida, it is going to hurt a lot of old people. AND this will be on you for telling lies. Drink more water and wash ............... your Mouth! ","WHO DECLARED EMERGENCY.........Wuhan coronavirus cases top 8,000: Live updates ","Laurie Garrett is highly respected, followed China & public health for years and does not reach conclusions lightly.  — As the deadly coronavirus began to spread, Beijing wasted the most critical resource to fight it: trust. https://foreignpolicy.com/2020/02/15/coronavirus-xi-jinping-chinas-incompetence-endangered-the-world/ …"
30,"Heng on #COVID19: ""We must continue to be vigilant and continue to ensure that our responses are adequate as the situation evolves.” It’s like everything he says my brain is just like “ahbuden""",Explainer: Rapid spread of China coronavirus fuels global alarm https://cna.asia/2GPebUF,"Coronavirus: Death toll surpasses 1,600 with 139 new deaths in China's Hubei province https://www.straitstimes.com/asia/east-asia/coronavirus-chinas-hubei-province-reports-139-new-deaths-on-feb-15?utm_term=Autofeed&utm_campaign=sttw&utm_medium=Social&utm_source=Twitter#Echobox=1581808625 …"
31,Stay safe everyone and take all necessary precautions #COVID19,".@SingaporeAir, @silkair and @flyscoot are cutting capacity to China as novel coronavirus spreads. https://www.singaporeair.com/en_UK/sg/media-centre/news-alert/?id=jgnw1vsv https://www.flyscoot.com/en/announcements/flights-adjustments-in-mainland-china-hong-kong-and-macau #avgeek #aviation #china","Coronavirus: Death toll surpasses 1,600 with 139 new deaths in China's Hubei province https://www.straitstimes.com/asia/east-asia/coronavirus-chinas-hubei-province-reports-139-new-deaths-on-feb-15?utm_term=Autofeed&utm_campaign=sttw&utm_medium=social&utm_source=Twitter#Echobox=1581808477 …"
32,"Online marketplace @Carousell has also initiated a giving campaign, encouraging people to list items they are willing to give away for free amidst #COVID19. Find out how you can contribute to initiatives like this: https://www.ourbetterworld.org/spread-love #OurBetterWorld #SGWholeCommunities",#coronavirus type beat ,Coronavirus emergency is 'Public Enemy Number 1': WHO https://cna.asia/3bpy0zT pic.twitter.com/BzWugnTXtD
