,Positive,Neutral,Negative
0,1,,0
1,Can I have an interview with the corona virus?,,"Coronavirus global death toll soars to nearly 500 https://cnn.it/3bc3g5f 

Bin katı olunca haber verin. #koronavirus #coronavirus 

Tell me when it’s a 1000 times that."
