,Positive,Neutral,Negative
0,405,Many needs to meet during Coronavirus 2020 here in São Paulo. Thanks be to God &amp; BGR we are able to help some. My heart is especially full when I see single mother households. I see myself in the little faces. ,172
1,Back to business: How some establishments are getting ready to return from the coronavirus shutdown. @JaySkebba,Coronavirus Update: Yolo County Extends Shelter-In-Place Order Until May 31 ,'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll 
2,"I would like to share with you a good scenario. Those people can return to their homes today, healed from #CoronaVirus 50 in Moldova 58 in Colombia 8 in El Salvador 253 in Belarus Let's share until we reach zero new infections","For non-Brazilian who might not be familiar with the context: this comes after 2qualified and well-performing ministers (health & justice) were forced to resign, and several judicial decisions prohibiting Bolsonaro from doing X or Y. Whilst Brazil reached the peak of Coronavirus",http://News24.com | Egypt extends state of emergency on coronavirus.. news24 - News - Noticias - Bitcoin - CryptoCurrency - Forex - @newstwiteafrica &gt;
3,"@Delta Thank you for your consideration of this. My mother booked a flight to Spain for May travel. She cancelled it in March because of the #coronavirus . Now she can’t get a refund, only credit. She needs the cash. And isn’t sure she’ll be able to travel within a year. Help?!",The state reported an increase of 534 new coronavirus cases over the last 24 hours. ,"610 in India 2900 in Germany 2 in Syrian Arab Republic (Syria) 17 in Malta These people recovered from Corona Virus since the last count, 24 hours ago. #StayHome #SaveLives"
4,"I would like to share with you a good scenario. Those people can return to their homes today, healed from #CoronaVirus 8 in Monaco 43 in Philippines 2 in Slovenia 172 in Dominican Republic Let's share until we reach zero new infections",Belgians urged to eat fries twice a week as coronavirus creates massive potato surplus ,It's really disappointing to see all this coronavirus misinformation going viral! The worst part is that there's a lot of people who may actually believe it...
5,publicada 23 de abril New study finds nearly all coronavirus patients put on ventilators died ,Fully recovered from #COVID19? This is your chance to help! You may qualify to give convalescent plasma to help seriously ill coronavirus patients. Learn more: https://rcblood.org/2KjlSnB #DonateCOVIDPlasma,Dr. Fauci Warns a Second Coronavirus Wave Is “Inevitable” and U.S. Could Have a “Bad Winter” - 
6,Coronavirus: US top infectious disease doctor says drug trial shows 'quite good news' #Coronavirus ,When will we have the maiden live quarantined? #coronavirus,One in seven Americans 'would not seek medical care for coronavirus symptoms' due to fear of cost 
7,Thank you! #California's 58 Counties are deeply grateful for the strong partnership with @CAgovernor @GavinNewsom and his Administration in our battle against #COVID19. #WorkingTogether we will get through this! #CACounties #CaliforniaStrong #CoronaVirus #StayAtHome #CSAC,Coronavirus 'could affect international football calendar for two or three years' http://dlvr.it/RVjkhg,What a despicable man! There is no empathy to those who lost their loved ones. 'So what?': Bolsonaro shrugs off Brazil's rising coronavirus death toll 
8,"The Brazilian Government continues to work for the return of Brazilians held abroad due to the coronavirus pandemic. Through the network of consulates and embassies, Itamaraty has already supported the return of nearly 18000 Brazilians from different countries.",Lizzie Cundy shows off physique in tiny crop-top as she perf.. MailOnline - Coronavirus - News - Noticias - Bitcoin - CryptoCurrency - Forex - @newstwiteafrica &gt;,"Mr. Teich has yet to present his own plan to fight the coronavirus. Meanwhile, Jair Bolsonaro has once again spoken out against social isolation measures, even suggesting that state governors should be held accountable for the Covid-19 death toll in their constituencies. "
9,Coronavirus: Belgian Prince Joachim tests positive after lockdown party http://dlvr.it/RXgvLM,The Coronavirus Aftermath: Managing colossal debt will burden societies around the world for decades to come. ,Florida medical examiners were releasing coronavirus death data. The state made them stop. http://www.tampabay.com/news/health/2020/04/29/florida-medical-examiners-were-releasing-coronavirus-death-data-the-state-made-them-stop/ #SmartNews
10,I don’t know but... maybe he called coronavírus like that because it’s from.......... oh! CHINA,"Lucas County reported 318 cumulative coronavirus cases among residents in 21 facilities, including 300 active cases, between April 15 and 28. @lizskalka","The Sac County Public Health Officer has extended through May 22, 2020, the Public Health Order meant to slow the spread of #coronavirus. See the full story: https://ihr.fm/2YgrjvF"
11,2 Auburn Jail Inmates Test Positive For Coronavirus; Facility On Lockdown ,"Missed today's news? Keep up to date with all of the latest news on the coronavirus outbreak in Brazil in real-time. No paywall, free content ","In a video-conference with senators, Brazil’s newly appointed Health Minister Nelson Teich admitted that the government has no idea of the true extent of the coronavirus outbreak in Brazil. “We don’t know the percentage of people infected, as most people are asymptomatic."" "
12,Trump demands Republican convention ‘with no masks or social distancing’ despite coronavirus pandemic ,Tesla turns a surprise profit despite coronavirus factory shutdowns https://www.businessinsider.com/tesla-earnings-q1-2020-profit-revenue-eps-elon-musk-china-2020-4?utmSource=twitter&amp;utmContent=referral&amp;utmTerm=topbar&amp;referrer=twitter via @businessinsider,Every elected democrat should be on their local news channel asking this question and broadcasting how inept this administration has acted in this coronavirus crisis.
13,Lake of the Ozarks pool party reveler tests positive for coronavirus - Fox News ,Sorriso ... #asteroide #STFVergonhaNacional #BolsonaroHeroi #edai #ForaBolsonaroUrgente #coronavirus #Corona #Covid_19 #COVID2019 #Bolsonaro #Moro2022 #GLOBOLIIXO #SergioMoro #constituição #ForaBol卐onaro #AlertaNacional #CidadeAlerta #NovoMundo #STFInimigoDoBrasil,CORONA VIRUS STAAAWWP!!! seriously you’re killing the vibe UGHHHHH like just come on man UGHHHH seriously just stop 
14,About 75% of Trump’s proposed coronavirus capital gains tax cut would go to the top 1% of earners https://www.salon.com/2020/05/30/about-75-of-trumps-proposed-coronavirus-capital-gains-tax-cut-would-go-to-the-top-1-of-earners/ #SmartNews,Six key principles for #localgovernment and #communication officials to keep in mind to ensure they make effective use of #socialmedia in a crisis: https://bit.ly/2zHENqy h/t @yaelbt #COVID19 #coronavirus #crisiscommunication,"WHO, should file criminal charges against the country who declared that Chloroquine Phosphate tablets cure corona virus. Also exported to 25 countries, after that all this countries people started to die. "
15,The Trump administration refused to take the SARS 2 Novel Coronavirus global pandemic seriously and now the entire nation is paying the price for one man's lust for power. Have we MAGA yet ? ,CORONAVIRUS!!! SHIT IS REAL!!! BUT WE DON’T GIVE A FUCK!!!,"Brazil's coronavirus outbreak worsens as total cases near 500,000 https://www.reuters.com/article/us-health-coronavirus-brazil-idUSKBN2360U8?taid=5ed2e54eb4f7010001632388&amp;utm_campaign=trueAnthem%3A+Trending+Content&amp;utm_medium=trueAnthem&amp;utm_source=twitter @Reuters"
16,mfs spreading coronavirus to space like fuck mars right,"As coronavirus spreads in Egypt, Sissi sees opportunity to t.. Washingtonpost - News - Noticias - Bitcoin - CryptoCurrency - Forex - @newstwiteafrica&gt;","Michael Levitt ""Coronavirus outbreak may be over sooner than you think"" EEEEEEEEERRRRRRRRRRRRRROOOOOOOOOUUUUUUUUUU!!!!!!!! "
17,I still wanna know what exactly is covid-19/coronavirus.. I'm really confused at what's going on round the world right now,Data shows children returning to school in Denmark did not cause increase in coronavirus cases ,Brazil surpasses France and now is the fourth country with most coronavirus deaths in the world. 
18,"Trump touts new trade deal, rips NAFTA, and touches on Asian carp and the Coronavirus in Warren, Mich. ",Universities have a vital role in fighting coronavirus @uniworldnews @university @highered @unicamp,"With 956 new #coronavirus deaths today, Brazil passes France as fourth in fatalities worldwide — 28,834. Only the U.S., the UK, and Italy have confirmed more coronavirus casualties. The Brazilian Health Ministry also informed 33,274 new cases. "
19,Chinese coronavirus - put one thing in mind . Just one . WWW - we will win,Baile do Covid19 #coronavírus ,#satsangsatyaprem #ficaemcasa #stayhome #quedateencasa #quarentine #whoareyou #quemévocê #quienerestu #chiseitu #quisocjo #hvemerdu #usemask #coronavirus #themindisavirus the mind is a virus https://www.instagram.com/p/CA1AxxNnkNU/?igshid=ddomjcisov7y
20,".@realDonaldTrump Worken closely with China un others on Coronavirus outbreak. Only 5 people in U.S., all in bombad recovery.","Neil Diamond changes lyrics to ""Sweet Caroline"" in coronavirus PSA https://youtu.be/qxnETrhOIAE via @YouTube","You will blame to other for all mistakes, you are not responsible for any of mistakes. Corona virus you blame to China, 100K death you blame to doctors &amp; nurses, Lock down delay you blame to Mayors. So what is your responsibility as President?"
21,Top 10 countries with no coronavirus detection (at this moment) 1- New Zealand 2- Norway 3- Russia 4- Sweden 5- Iceland 6- North Korea 7- Denmark 8- South Africa 9- Venezuela 10- Myanmar ,"NEW NUMBERS: There are now 32,639 confirmed cases of #coronavirus in Ohio. Up 437 cases from yesterday Lucas: 2,009 Wood: 269 Defiance: 33 Erie: 160 Sandusky: 67 Hancock: 42 Seneca: 18 Fulton: 39 Ottawa: 98 Williams: 39 Henry: 12 Putnam: 89 1,938 people have died.","I was curious if you all have noticed the last 2 crop circles from the past 2 days. Yesterday a corona virus crop circle and today during the rioting here in the USA the ""ying yang"" crop circle....Interesting times huh! "
22,"I love you, internet. http://isgdccancelledyet.com #indiegame #gdc2020 #COVID19",Universal Studios Orlando to reopen some of its hotels NEXT .. MailOnline - Coronavirus - News - Noticias - Bitcoin - CryptoCurrency - Forex - @newstwiteafrica &gt;,"Minneapolis, the Coronavirus, and Trump’s Failure to See a Crisis Coming https://www.newyorker.com/magazine/2020/06/08/minneapolis-the-coronavirus-and-trumps-failure-to-see-a-crisis-coming?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=onsite-share&amp;utm_brand=the-new-yorker&amp;utm_social-type=earned via @NewYorker"
23,", now known more as COVID19, still doesn´t have such a direct impact on the commodity, but, on the other hand, the Dollar has been kept at ever higher levels with the spot being traded around 12:37 PM at R$/USD 4,502 (+0.58%) which would certainly be another boost to prices,",New Zealand has no new coronavirus cases and just discharged its last hospital patient. Here are the secrets to the country's success. https://www.businessinsider.com/how-new-zealand-beat-coronavirus-testing-tracing-trust-in-government-2020-5?utmSource=twitter&amp;utmContent=referral&amp;utmTerm=topbar&amp;referrer=twitter via @businessinsider,.@KCBSRadio Coming up at 2:05: -#SpaceX has historic launch -Oakland cleaning up after #GeorgeFloydprotest -Did anxiousness over #coronavirus fuel Bay Area protests? Plus @KCBSAMFMTraffic and weather on the 8's Stream live and join me this afternoon
24,"I trust what @chubbyemu says in his video about the COVID19, as his entire channel is heavily educational and well informed on this kind of topic. ","BRAZIL - Coronavirus: ""People say with pride they don't take care"", says worker in the second biggest food supply center in Latin America ",Damage control? New study reduces coronavirus deaths for patients on ventilators to 25% -- Science &amp; Technology -- http://Sott.net
25,"Inside the horrific, inhumane animal markets behind pandemics like coronavirus https://on.mktw.net/36rSRPg ",Jean Grey Art by Artgerm #xmen #XMenMutantFacts #jeangrey #Avengers #ArteGeek #illustration #artgallery #Galleria #coronavirus #GalaxyA31s #fanart #Serpentcomics,"This one went viral. . Thanks, @mopiro! . #coronavirus #corona #virus"
26,CHINA - Brazil love CHINA. BRICS love CHINA. Faith in GOD. 1) eat only COOKED FOOD 2) increase HYGIENE*********soon corona virus will be controlled,show do travis na abertura e show do adulto ney durante o jogo could be us but coronavirus playin ,WHO declares novel Corona virus a public health emergency of international concern -1/30/2020 - Brief recap from press conference on the Emergency Committee meeting on #2019nCoV
27,Yup. Knew they'd be infected. Good job Japan! #coronavirus #2019ncovhttps://twitter.com/CNBC/status/1224843772103680000 …,"Kevin Luther's first reaction to the coronavirus might have been unusual, especially for a founder of a startup wine label. ",Just when you thought the week couldn’t get any weirder: #Brazil government guru Olavo de Carvalho blames Bill Gates for coronavírus in Brazil. 
28,Amazing coincidence: Coronavirus VACCINE just announced https://prepareforchange.net/2020/02/02/amazing-coincidence-coronavirus-vaccine-just-announced/ … via @Prepare_Change,spreading coronavirus to the rest of the universe. #NASA #SpaceX #LaunchAmerica,Coronavirus latest: WHO declares global emergency https://www.nature.com/articles/d41586-020-00154-w
29,"Fazza do you love a blonde, she and your wife? Watch out for the corona virus you love a Japanese","In less than 24 hours of first confirmation of Coronavirus in Ph, face masks are already sold out in drugstores. Bravo! PRC &amp; BOC teamwork. @DickGordonDG",BBC News - #Coronavirus declared global health emergency by #WHO
30,Woman let off cruise ship in Cambodia tests positive for coronavirus - The Guardian http://dlvr.it/RQ9C26 ,welcome corona virus delegates ,[ ESTAMOS AO VIVO! ] Venha ler e traduzir o texto → Airlines around the world are suspending flights to China as the coronavirus spreads → https://youtu.be/ijKmr6ARCMU via @teclasap #English #ingles #ESL #TeclaSAP #BusinessEnglish #coronavirus #surto #China #virus
31,"Chloroquine, an antimalarial drug confirmed effective on #coronavirus https://www.newtimes.co.rw/news/chloroquine-antimalarial-drug-confirmed-effective-coronavirus#.Xkxye8ASXLM.twitter … via @NewTimesRwanda",Novel coronavirus complete genome from the Wuhan outbreak now available in GenBank https://ncbiinsights.ncbi.nlm.nih.gov/2020/01/13/novel-coronavirus/ via @NCBI,World Health Organization declares the new coronavirus outbreak a Public Health Emergency of International Concern 
32,"Gripe, it like coronavirus",Suicide Coronavirus ,I’m nowhere near racist. But these past 2 day’s that I’ve came to Lowe’s I’ve seen 2 Chinese dudes buying masks. Do these mothafuckas got insight if corona virus bout to hit Salinas? Lol
33,"@COVID_19NEWS 
Health services in São Paulo (Brazil) just noticed that a man who was in Italy for a few days until Feb 19 tested positive for coronavirus.",Hahahahahahahaha How The Fuck Is Coronavirus Real Hahahaha Nigga Just Walk Away From The Virus Like Nigga Stop Breathing Haha,"Anothe42 Coronavirus Deaths Reported In Hubei; More Than 9,000 Cases Worldwide | Zero Hedge "
34,Brazilian test positive for coronavirus in a preliminary test. Confirmation still pending counter proof. https://twitter.com/g1/status/1232449847430529024 …,Galaxy S20 third-party cases delayed due to Wuhan coronavirus http://dlvr.it/RP4nJC,"Curso de la OMS para profesionales sanitarios sobre el Coronavirus I enrolled in the #OpenWHO course Emerging respiratory viruses, including nCoV: methods for detection, prevention, response and control"
35,"As of today, three cases of coronavirus have been confirmed in Santa Clara County as well as two cases in San Benito County. https://www.thecalifornian.com/story/news/2020/02/28/california-schools-kids-coronavirus-flu-santa-clara-monterey-county-san-benito-confirmed-cases/4896977002/?cid=twitter_salnews …",Live ( Coronavirus ): Wuhan makeshift hospitals construction continues on January 30 武汉火... https://youtu.be/22RkQcQDflw via @YouTube,The Coronavirus and next Scenarios #coronavirus #globalhealth #Globalsecurityhealth #pandemics #globalemergence #virus #internationalsecurity https://www.academia.edu/41793644/The_Coronavirus_and_next_Scenarios via @academia
36,"I’m having a great day:

- morning date with a 6 mile run
- $40 hair cut
- got some sushi for my sister
- first case of coronavirus in Sac",Coronavirus: China evacuee quarantined at California military base http://go.newsfusion.com/push/tech/item/6814926 (via @Newsfusion #Push),"@BillGates, Olavo de Carvalho (the Brazilian Steve Banon) is blaming Microsoft to send the coronavirus to Brasil. Sharing lies about you and your company. Could you help justice find him? This became news in Brasil: https://epoca.globo.com/guilherme-amado/olavo-culpa-bill-gates-por-coronavirus-no-brasil-24218397 Tip: he lives in Virginia."
37,The best advise is to go for one that filters more than 95% of airborne !! #coronavirus pic.twitter.com/UsTMf2ycNO,CDC: First Person-to-Person Spread of Novel Coronavirus in US http://go.newsfusion.com/push/tech/item/6815081 (via @Newsfusion #Push),"Remaining vigilant in terms of the pandemic is recommended, but do not forget about the economic disaster that will inevitably follow as the coronavirus continues to spread."""
38,#WHO director says world must act fast to contain COVID-19 | CBC News https://www.cbc.ca/news/world/coronavirus-covid19-feb-21-1.5470987?__vfz=medium%3Dsharebar … #coronavirus,Coronavirus map: Tracking the spread across borders and flight paths http://go.newsfusion.com/push/usnews/item/12849377 (via @Newsfusion #Push),Apparently there are now fake notices going around. #coronavirus 
39,"Dentists across the world are feeling the supply squeeze from the coronavirus outbreak.

But two local dentists are sitting pretty on their supplies!

https://www.13abc.com/content/news/Coronavirus-causing-dental-supply-shortage-568225171.html …",A Timeline of How the Wuhan Coronavirus Has Spread—And How the World Has Reacted http://go.newsfusion.com/push/usnews/item/12849545 (via @Newsfusion #Push)," PM Abe said that #Taiwan's participation in the #WHO is necessary to effectively fight the spread of a new #coronavirus. ""It will be difficult to maintain health and prevent further infections in this region if (Taiwan) is excluded,"" he said. "
40,"Typical @potus to have everyone smoozing his ass even when making his first public statement about the @coronavirus. It's your job Mr. President to take action, be proactive and work with professionals specialized in the area. You're not doing anyone favors!",CORONAVIRUS CHEGA AO BRASIL PATENTEADO POR BILL GATES https://youtu.be/qH84Q0k7-vM via @YouTube @billgates @microsoft Olavo de Carvalho lives in Richmond -Virginia ( Dinwiddie Conty)- USA,"10th case of coronavirus in California. This means it's spreading in the wild now. You Cali people, remember that 2%-4% (coronavirus aka COVID-19 aka SARS-CoV-2 as per WHO) is greater than 0.1% (H1N1 flu). #coronavirus #sarscov2 #COVID19 "
41,coronavirus thanks governor shelby and trump,my coronavirus ,#Recession because of #TrumpVirus and #COVID19. 
