,Tweets,Date
0,"The Ukrainian Premier League returned to action today but the restart was marred by news that players and coaching staff at bottom club Karpaty Lviv had tested positive for coronavirus, forcing the postponement of their Sunday fixture against Mariupol ",2020-05-30 22:46:29+00:00
1,"Now is not the perfect time to book your suite at Hilton #Wuhan Riverside #hotel. Yangtze river bridge and Guiyuan #buddhist Temple are in immediate vicinity, but so are #coronavirus victims and military blockade posts. #ResidentEvil developers are welcome once crisis is over.",2020-01-30 21:29:26+00:00
2,"New Tech, Sharp Docs Made Fast ID of Wuhan Coronavirus Possible http://fotozhaby.com/new/2020/01/18/6926.htm …pic.twitter.com/4i70PlG1i1",2020-01-18 07:14:17
3,"Kind of goes along with trump saying that when it gets warm in April, the warmer temperatures will kill coronavirus",2020-02-16 23:49:36
4,STRONG THREAD HERE RE: WUHAN CORONAVIRUS https://twitter.com/kakape/status/1231193492002611200 …,2020-02-22 23:45:49
5,"RT @GovCanHealth: To fight #COVID19 Canada continues to work closely with international partners, including @WHO, @pahowho, @opsoms G7 and…",Sat Jun 13 10:27:06 +0000 2020
6,"Narrative back to “go out”, “stay on the beach”, “get Coronavirus”. Certain governors, congressmen are shifting the narrative; Trump is confusing people because his actions are contrary to war powers act enactment; Rand Paul/McConnel got new orders from Moscow; where is DR Fauci?",2020-03-19 23:59:48
