"Black people don’t take nothing serious, all y’all been doing is making jokes about this Coronavirus, but what would you do if your son was at home, crying all alone on the bedroom floor cause he’s hungry, and the only way to feed him is to, sleep with a man for a little bit of"
"Black people don’t take nothing serious, all y’all been doing is making jokes about this Coronavirus, but what would you do if your son was at home, crying all alone on the bedroom floor cause he’s hungry, and the only way to feed him is to, sleep with a man for a little bit of"
