"Patent on treatment of Coronavirus.  Patent No. 10,434,116
Frieman ,   et al. issued October 8, 2019.  Includes using antivirals and antiparasitics. http://patft.uspto.gov/netacgi/nph-Parser?Sect1=PTO2&Sect2=HITOFF&p=1&u=%2Fnetahtml%2FPTO%2Fsearch-bool.html&r=2&f=G&l=50&co1=AND&d=PTXT&s1=Coronavirus.TI.&OS=TTL/Coronavirus&RS=TTL/Coronavirus …"
Interesting. Is Anne Schuchat wearing a coronavirus pin during the speech today? This was last reviewed 8/2/19.  I checked wayback on 4/1/19 and not wearing it. hmmmm pic.twitter.com/tS5INlPEkQ
