Breaking #FoxNews Alert : Rep. Mario Diaz-Balart is first member of Congress to announce he's tested positive for coronavirus
Breaking #FoxNews Alert : Rep. Mario Diaz-Balart is first member of Congress to announce he's tested positive for coronavirus
