Had to pull a 12-hour shift today due to the Coronavirus. Very tired and disappointed that I missed a random live stream with Chris. But thank you to anyone who recorded it!
Had to pull a 12-hour shift today due to the Coronavirus. Very tired and disappointed that I missed a random live stream with Chris. But thank you to anyone who recorded it!
