"@CPHO_Canada good work on the USA/American border, timely highlighting and monitoring of #COVID19 #coronavirus #SARSCoV2"
Thread: reinfection unlikely #SARSCoV2 #coronavirus #COVID2019 #COVID19 #CoronaVirusUpdates
"Important article on #covid19 for Canadians by Mathew Fisher (in Tokyo). Katie Simpson (CBC) has just reported #COVID19 +ve passenger flew from Montreal to Vancouver, new case in Toronto. It's on folks. #coronavirus #SARSCoV2 #CoronavirusOutbreak @CPHO_Canada @WHO @acoynehttps://twitter.com/globalnews/status/1231624419639988225 …"
