"WORLD / COUNTRIES / UNITED STATES Last updated: May 30, 2020, 23:45 GMT United States Coronavirus Cases: 1,816,117 Deaths: 105,548"
"Wuhan, China, is about to be quarantined as the coronavirus outbreak grows. The city has 3 million more residents than New York City. https://www.businessinsider.com/wuhan-coronavirus-officials-quarantine-entire-city-2020-1?utmSource=twitter&utmContent=referral&utmTerm=topbar&referrer=twitter … via @businessinsider"
