"Shout out to all the Nurses,Doctors,Lab techs,Custodians, housekeeping aides,CNA’s,emergency room clerks, etc. who deals w/ shit way worst than the #coronavirus everyday. . .maintain they chill & still work while social media and the rest of the world (including me) overreacts"
"Shout out to all the Nurses,Doctors,Lab techs,Custodians, housekeeping aides,CNA’s,emergency room clerks, etc. who deals w/ shit way worst than the #coronavirus everyday. . .maintain they chill & still work while social media and the rest of the world (including me) overreacts"
