"We have the most beautiful Coronavirus ever!

I know more than anyone about beautiful & perfect Coronavirus!

   - the imbecile in chief"
Coronavirus: Thousands on cruise ship allowed to disembark after tests https://www.bbc.co.uk/news/world-asia-china-51433079 …
