"I am so disgusted. Trump is delaying German #coronavirus vaccine efforts in an attempt to privatize the vaccine and secure it for just Americans. 

This fucker defies words.

#coronapocolypse #CoronaVirusUpdates #CoronavirusOutbreak #californiacoronaviruspic.twitter.com/JlhzD0l8aB"
"I am so disgusted. Trump is delaying German #coronavirus vaccine efforts in an attempt to privatize the vaccine and secure it for just Americans. 

This fucker defies words.

#coronapocolypse #CoronaVirusUpdates #CoronavirusOutbreak #californiacoronaviruspic.twitter.com/JlhzD0l8aB"
