"Stock Markets will recover ... eventually. It's a 'long game'. I am amused as #COVID19 / #StockMarketCrash2020 is the first crisis the Lord Dampnut didn't create himself and can't control - people will/won't get sick, stock market will/won't fall."
"PM Douche Canoe will be outside the country and unavailable to lead the coronavirus plan, attend Parliament, answer questions in QP or spend time with his kids and future ex wife.  His handlers believe that he can do less damage when he is out of the country.  They are wrong. https://twitter.com/RobertFife/status/1223750660296003587 …"
Sign the petition to help bring him home https://t.co/SbdZ0YrbLx
