"Stay up to date on COVID-19 with #JAMA coronavirus resource page. 
https://jamanetwork.com/journals/jama/pages/coronavirus-alert …"
"Stay up to date on COVID-19 with #JAMA coronavirus resource page. 
https://jamanetwork.com/journals/jama/pages/coronavirus-alert …"
