"It's not how lethal coronavirus is.
It's the fact, that there is no Cure https://twitter.com/skywood0/status/1237164683896987650 …"
Coronavirus: Eleven new cases in Northern Ireland https://www.bbc.com/news/uk-northern-ireland-51897786 …
Coronavirus: health experts fear epidemic will ‘let rip’ through UK https://www.theguardian.com/world/2020/mar/15/coronavirus-health-experts-fear-epidemic-will-let-rip-through-uk …
Coronavirus: Eleven new cases in Northern Ireland https://www.bbc.com/news/uk-northern-ireland-51897786 …
