"The number of people in China killed by the novel coronavirus rose to at least 212, and the World Health Organization called the outbreak a global health emergency, signs that the spread of the sometimes deadly pathogen shows no signs of abating. "
"The number of people in China killed by the novel coronavirus rose to at least 212, and the World Health Organization called the outbreak a global health emergency, signs that the spread of the sometimes deadly pathogen shows no signs of abating. https://www.bloomberg.com/news/articles/2020-01-30/china-deaths-rise-to-212-who-declares-emergency-virus-update?srnd=premium-europe …"
They finally named the deadly coronavirus sweeping through China: It's Covid-19 https://www.bloomberg.com/news/articles/2020-02-11/new-name-for-disease-caused-by-virus-outbreak-covid-19 … via @business
