"I personally think the fears of coronavirus are way overblown, 16,000 people have died from the regular flu this season."
"I personally think the fears of coronavirus are way overblown, 16,000 people have died from the regular flu this season. I also think equities are way oversold, but I've learned trying to time the market is a fools errand."
