"so china confirmed this was caused by a new strand of coronavirus. 

keep an eye on this in the near future. cny is coming, 80% of chinese population will be on the move. https://twitter.com/64tetrahedron/status/1214853962911772672 …"
this new strain of coronavirus is now officially in japan and s. korea https://twitter.com/Fxhedgers/status/1218010707217698818 …
