Got a notice from my old apartment in New York about what the building management is doing to prepare for COVID19. And it’s close but I probably trust the Trump admin over a Manhattan co-op board.
"The bigger massacre will come when a super microbe arises from the ashes of all of our empty purell bottles.
#coronavirus #COVID2019 #CoronavirusOutbreak#apocalypse"
