@BBCBreaking Tweeted: Coronavirus is declared global emergency by World Health Organization as outbreak
@drwanazizah @chedetofficial @pakatanharapan_ @DrDzul @KhalidSamad @mpklang @TourismMalaysia @BBCBreaking Tweeted: Coronavirus is declared global emergency by World Health Organization as outbreak continues to spread outside China https://bbc.in/37HxRWe
"Putting economy n political stability ahead in Malaysia 4 unity n better integration of races in gov is key but a virus such as corona virus, h1n2 influenza A, TB n etc. Wats more important? Health and safety n care. The BBC news day dis morning was good on China n dis virus."
