Oh ! Japan confirms first case of new China coronavirus strain https://www.theguardian.com/world/2020/jan/16/japan-confirms-first-case-of-new-china-coronavirus-strain?CMP=Share_iOSApp_Other …
Tokyo Olympics chief says coronavirus could disrupt Games https://www.theguardian.com/world/2020/feb/05/tokyo-olympics-chief-says-coronavirus-could-disrupt-games?CMP=Share_iOSApp_Other …
