10 positive tests from the latest round of Championship coronavirus testing - across 8 clubs. 
"RT @TheLouisEmerick: Good morning all, happy @Ballstocancer #MAC #lockdown #SmeartestSaturday 🙏🏾 Ladies,appointments are down due to #Covid…"
The latest The RainwaterBex Daily! https://t.co/EcbA4HYib2 Thanks to @susieclapham #covid19
