I follow @MedCramVideos on Youtube for clear and up to date explanations on the Coronavirus epidemic. They are now on their 13th update. https://twitter.com/MedCramVideos/status/1225842270873604096 …
Trump To Announce Payroll Tax Cut For Workers Affected By Coronavirus https://dailycaller.com/2020/03/09/trump-pence-coronavirus-tax-cut/ … via @dailycaller
