"Protectionism will be justified as an inevitable aftermath of #COVID19 People will seek for strong handed socialistic gov for better resource management if efficiency failed under its current political system Nationalism, instead of globalism will be the theme of this decade"
My flight attendants on @AirCanada were wearing masks today. Although probably not ones that would actually stop an infection... #coronavirus pic.twitter.com/EV81PUP4LT
The narrative will be the Coronavirus……
