The Stock Market has IGNORED the coronavirus story from Jan to Feb.
If the coronavirus was the cause for the market drop - then why did it not drop much earlier weeks ago?
Stocks slump globally as coronavirus spreads beyond China and into Italy ans South Korea.
"Warren Buffett says
""don't buy or sell"" 
on the headlines as coronavirus sends stocks plunging."
"Did the Coronavirus Kill the Bull Market Rally?

https://www.youtube.com/watch?v=-HofvVfSSaI …"
