Australia is listed with 9 confirmed #coronavirus #coronavirusaustralia cases with two from NSW being listed as RECOVERED. https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
 media reports that most of the patients who died were elderly and already seriously ill prior to contracting the virus - this should be made clear to people worried about it. #coronavirus #coronavirusaustraliahttps://twitter.com/MomentsAU/status/1222304705281286145 …
