this is honestly such a scary time.. 1/5 californians are having to file for unemployment and being laid off. the fact the economy got hit so hard is devastating. i feel like this is the only beginning as well. #coronavirus
this is honestly such a scary time.. 1/5 californians are having to file for unemployment and being laid off. the fact the economy got hit so hard is devastating. i feel like this is the only beginning as well. #coronavirus
