30-Year Old Teacher Dies of Coronavirus After Being Denied Test Twice - 
"U.S. Buys 100,000 More Body Bags, Preparing for Coronavirus Worst - "
"How Does Wuhan Coronavirus Compare With MERS, SARS And The Common Cold? https://www.npr.org/sections/goatsandsoda/2020/01/22/798277557/how-does-wuhan-coronavirus-compare-to-mers-sars-and-the-common-cold?utm_campaign=storyshare&utm_source=twitter.com&utm_medium=social …"
What You Need If Quarantined at Home | Coronavirus - Consumer Reports https://www.consumerreports.org/coronavirus/covid-19-what-you-might-need-if-youre-quarantined-at-home/ …
