"""Zhang Zhujun pointed out that environmental samples from the South China seafood market, including the ground, table tops, and gloves, were positive for the new coronavirus, and the samples came from areas where aquatic products were sold. "" https://twitter.com/FluTrackers/status/1217462056833757195 …"
"""Zhang Zhujun pointed out that environmental samples from the South China seafood market, including the ground, table tops, and gloves, were positive for the new coronavirus, and the samples came from areas where aquatic products were sold."" https://twitter.com/FluTrackers/status/1217462056833757195 …"
