"Let’s be honest. He had a booty ass doctor come out and tell the world that he was so healthy he could live to 200. To him, medicine and science is a joke. But he and his family, Pence’s too, will be 1st in line if corona strikes them. #COVID19 #deadlinewh"
"Trump can’t have the coronavirus stand in the way of his rally’s. He could care less if people become infected and die. This time, it’s about his ego and not his base. #COVID19 #deadlinewh"
