Aye man I’m sharpening my skills... I know some of y’all asses got Coronavirus and that shit going to turn y’all. When it does I’ll be ready lol. #worldwarzgame @ Washington D.C. https://www.instagram.com/p/B92qQbGhu0l/?igshid=dz60cjwtjm6r …
Aye man I’m sharpening my skills... I know some of y’all asses got Coronavirus and that shit going to turn y’all. When it does I’ll be ready lol. #worldwarzgame @ Washington D.C. https://www.instagram.com/p/B92qQbGhu0l/?igshid=dz60cjwtjm6r …
