"Chinese virologist admits the #coronavirus is 'out of control' as shocking footage shows hospital in #China flooded with HUNDREDS of masked patients

Time to #ShutOurBoarders @realDonaldTrump!https://mol.im/a/7921709 "
#China built a lab to study SARS and Ebola in Wuhan - and US scientists warned in 2017 that a virus could 'escape' the facility located in the same city that's at the #coronavirus outbreak's center https://mol.im/a/7922379 
