"#Russian TV Runs Conspiracy Theory Blaming Trump for #Coronavirus

(Bill Gates, Zika, Biowapens )

 https://www.themoscowtimes.com/2020/02/06/russian-tv-runs-conspiracy-theory-blaming-trump-for-coronavirus-a69189 …"
"BBC News - #Coronavirus: Russian media hint at US conspiracy

(Bill Gates, Zika, Biowapens )
 https://www.bbc.com/news/world-europe-51413870 …"
