"Rumors say that the Coronavirus has reached Iran. 

I will not be leaving my house until further notice "
"The death toll from the #Coronavirus in the #USA is terrifying and hopeless.More than 7% of people with #COVIDー19 have died in the US. US government officials must tell the truth to their people.We #Iranians are ready to send #humanitarian aid to the #American people
Pls, resist"
