Use code jacozy in the item shop to be safe from coronavirus in 2020! @JacozySZN
"Coronavirus ain’t got nothing on me, I got diabetes bitch"
Why’s everyone so worried about the corona virus? I for one enjoy that Mexican brew. Haha jk. I do hope it kills a lot of people tho.
Coronavirus is just a huge game of cheese touch
