BBC News - Coronavirus: Two million Bangladesh jobs 'at risk' as clothes orders dry up 
The Chinese are now saying the coronavirus didn't jump to people at the Wuhan wet market! But they don't know where it came from! Come one lads - time to admit it came out of your labs! 
"#florida DOH June 12 totals for
#Coronavirus #COVIDー19 #Covid19 
Tests to date 1,336,895 (+29,167*)
Positive Cases… https://t.co/OB5E7QTOrP"
If you’re not already doing this please join. It’s giving me lots of info and more helpful than daily briefingHelp… https://t.co/vjD2rnPVgO
