This person in the picture is looking like he's seeing Corona Virus eye to eye
I love still seeing tweets about coronavirus in the midst of all of this bc trump really thinks we forgot. 
In the End.. coronavirus kills us all ..so climate change doesn’t even matter.. #TooSoonForCoronaVirusTunes
