Isn't the #coronavirus developped by the american pharmaceutical industry to destroy china's economy? #conspiracytheory 
"Isn't the #coronavirus developped by the american pharmaceutical industry to destroy china's economy? 
#conspiracytheory "
Can we plz stop talking about the coronavirus death toll and instead talk about its cure rate? Fortunately for us its going pretty well so far and the infection toll even decreased in china
