"Um wrong. Coronavirus is a family of viruses delineated by the crown (corona) around the body of the virus. There are at least nine known coronavirus’ and nCoVWuham is just the latest. Not the same as SARS OR MERS. 

Fake News https://twitter.com/mgreco84/status/1220129275845783559 …"
There are at least nine known coronavirus’. #Wuhan nCor-2019 is the latest. The name coronavirus comes from the crown(corona) at the edges of the viral body. If you tweet or retweet conspiracies about a patent filed please quit following me. Being stupid and gullible is boring.
RT @disclosetv: Footage of the People’s Armed Police marching into #XinFaDi wholesale market in #Beijing earlier today as parts of #China g…
