China Identifies New Virus Causing Pneumonialike Illness https://nyti.ms/301Kecs  So far no human to human spread of the coronavirus.
Apple Warns That Coronavirus Will Hurt Revenue https://nyti.ms/2HxyciK . Where else would you park your money if not at Apple?
